"","nationality","tags","score","content","content_detail"
"885","Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","5.8","¡°The room was smaller than mentioned in the booking and it...¡±","<U+B198>The room was smaller than mentioned in the booking and it looked on the photos, at the front desk they did not look very attentive and helpingStayed in March 2017"
"886","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Triple Room<U+2022> Stayed 10 nights<U+2022> Submitted via mobile","7.9","¡°10 nights in Singapore¡±","<U+B198>Bathroom cleanliness could be improved<U+B200>The size of the room was perfect for a solo traveller. Bed was super comfy! The team was nice and friendly!Stayed in February 2017"
"887","Kuwait","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","4.2","¡°Average¡±","<U+B200>Family rooms are small and no balcony. So no fresh airStayed in March 2017"
"888","Thailand","<U+2022> Business trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights","7.1","¡°Good location with serious hygienic and cleanliness issue¡±","<U+B198>Serious issue with the hygienic and cleanliness. I had ""used"" woman's underware fall off from where the hotel kept the spare pillows in the wardrobe. It was tuck in between the 2 pillows.  I called the front desk and house keeper came offered to ""change"" the pillow case"" for me. Few minutes later the shift manger came and apologised offered to change the room and breakfast will be a compliment. She transferred me to another room and this is where I stepped on someone's else toe nails in the second room. I could not be bother complain anymore. If the pillow's case has been changed then the underware shouldnt be there. I think as a hotel, pillow cases should be changed every time when they guests check out and new one came in.<U+B200>It is not far from the MRT station, there are restaurants within walking distance. Located in quiet street. The breakfast was okay.Stayed in March 2017"
"889","Netherlands","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Room is nice with good bathroom.¡±","<U+B200>Room is nice with good bathroom. Pool is great with lovely view on three sides. Staff very nice. Helped us with some visa prints and such. Good value. Can walk into most places but mrt is close by to.Stayed in March 2017"
"890","China","<U+2022> Business trip<U+2022> Couple<U+2022> 2 rooms<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","7.5","¡°they have everything needed for a business trip,¡±","<U+B198>room small, consider its in Singapore, understandable.<U+B200>they have everything needed for a business trip,Stayed in March 2017"
"891","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Nice vacation¡±","<U+B198>nothing<U+B200>comfort bed & good locationStayed in March 2017"
"892","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Space¡±","<U+B198>Space not enough big<U+B200>Every thing goodStayed in March 2017"
"893","Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°comfortable stay with family¡±","<U+B198>Tea items not replenished<U+B200>Swimming pool was goodStayed in March 2017"
"894","French Polynesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Very good surprise ! Very nice and affordable place to stay in Singapore¡±","<U+B198>Breakfast Very expensive.<U+B200>Very comfortable room. Nice bathroom. Room very clean and quiet.Stayed in March 2017"
"895","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","6.7","¡°new, clean and strategically located hotel. family room designation is dissapointing.¡±","<U+B198>I was misled to believe the ""familyroom"" has good space available while it was the same size as the normal room but with extra beds put in. The manager explained the reason , yet it was  not really obvious when i did the booking.<U+B200>It is clean. Staff was accomondativeStayed in March 2017"
"896","Argentina","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Confortable beds and very good food ¡±","<U+B198>Very small bedroom <U+B200>Confortable beds and very good food Stayed in March 2017"
"897","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°One night at premier inn¡±","<U+B198>No breakfast because the price too expensive for our family<U+B200>Bed room are suitablr for familyStayed in March 2017"
"898","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.7","¡°Minor comment¡±","<U+B198>The room was not very clean, I couldn't use the kettle because it was dusty. The next day the hair was still on bathroom floor.<U+B200>The staff are friendly, checked in quickly. Location is excellent. Good price.Stayed in February 2017"
"899","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°Nice hotel but not ideal for families¡±","<U+B198>The room was way too small for a family of 4. We barely had space for our suitcases. Also there were no windows which could be opened.<U+B200>I liked the location and the decor. Also the staff was very friendly.Stayed in March 2017"
"900","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Overall the hotel is great. Ver clean and great location¡±","<U+B198>They were not able to manage the readiness of the room. Guests waited for an hour before they room becomes readyStayed in March 2017"
"901","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Shortcation¡±","<U+B209>Nothing<U+B207>EvrythingStayed in February 2017"
"902","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","8.3","¡°good location¡±","<U+B209>pool is little small<U+B207>value for moneyStayed in March 2017"
"903","Peru","<U+2022> Business trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 6 nights","8.3","¡°Near the National Stadium¡±","<U+B209>shower could be cleaner<U+B207>lobby is very nice and the restaurant is good.5 minutes from the national stadium.Stayed in March 2017"
"904","Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Pleasant stay¡±","<U+B209>No gym, and no bidet in the toilet.Stayed in March 2017"
"905","Malaysia","<U+2022> Business trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 1 night","7.9","¡°Easy access to food outlets nearby.¡±","<U+B209>Not able to find public transport - MRT easily.The lifts are a bit too slow and take rather long to wait.<U+B207>Easy access to food outlets nearby. The staffs are friendly and helpful.Close to a private coach station for long distance travel to Malaysia. Convenient for travellersStayed in March 2017"
"906","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 6 nights","7.5","¡°Room for improvement¡±","<U+B209>Entry poorly marked, its on 2nd floor, sharing with bar, restaurant, can be overcrowded. Lack of staff = looking after reservations and bar? Menu and prices need attention.<U+B207>Good access to MRT. Overhead pedestrian bridge to access local food outlets.  Hotel is new, very quiet, pool facility nice. Housekeeping very good.Stayed in March 2017"
"907","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights","7.5","¡°overall it was good experience.¡±","<U+B209>Bathroom was quite small. no Muslim shower facility was available.<U+B207>Location,cleanness, StaffStayed in March 2017"
"908","United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°Quite ok¡±","<U+B209>No SOAP. You need to tell the front desk that u need it which should not be like that.<U+B207>The location is great. Accessible to all attractions.Stayed in March 2017"
"909","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","9.6","¡°Good value¡±","<U+B209>Not much room for breakfast.<U+B207>Very quiet with a good nights sleep.Stayed in March 2017"
"910","Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.9","¡°Our 2nd overnight stay in this hotel: this time we got a...¡±","<U+B209>Different mattresses used in the hotel (we got a hard one this time)We asked for a taxi at the reception and they told us to go outside and look for a taxi ourselves.<U+B207>Our 2nd overnight stay in this hotel: this time we got a different room (room looked a bit ""worn""). Club sandwich in the restaurant was fabulous.WIFI very good.Stayed in February 2017"
"911","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°NIce view when in upper floor¡±","<U+B207>Swimming poolsStayed in February 2017"
"912","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Comfortable stay and great location¡±","<U+B209>There were never any towels available at the pool and there was no shade or changing rooms like the Dubai Premier Inn.<U+B207>Comfy beds, nice and quiet, fantastic location near to the MRT.Stayed in March 2017"
"913","Jersey","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","8.8","¡°Great value hotel for Singapore¡±","<U+B209>Bar by the pool<U+B207>Clean and comfortable bed. Nice pool, great location for all transport.Stayed in March 2017"
"914","Maldives","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Good location and nice hotel¡±","<U+B209>It's nothing to do with hotel but some taxi drivers found difficult to find this hotel.<U+B207>Overall my stay in this hotel was good. Close to MRT and location is good also staffs were friendly. Rooms were cleaned everyday and well maintained with all amenities. Hotels looks very new and beautiful. Pool is good with amazing view.Stayed in March 2017"
"915","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 8 nights","8.3","¡°A pleasant, modern hotel in a good location¡±","<U+B209>Rooms are quite small, but that's the plight of Singapore.<U+B207>Hotel is very new and with a pleasant, modern design.Location os quite convenient, close to the metro, a great food market and walking distance to Arab Street.Good rooftop pool.Comfortable beds.Stayed in March 2017"
"916","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.8","¡°Yeah No!!!¡±","<U+B209>Small crowded reception. Couldnt bill meal breakfast to room<U+B207>Not a lotStayed in February 2017"
"917","USA","<U+2022> Business trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights","8.3","¡°right price and location. good ""no frills"" option from which to base¡±","<U+B209>servers at breakfast cafe were rude and unhelpful<U+B207>location and the priceStayed in February 2017"
"918","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.1","¡°Great location to explore Singapore :)¡±","<U+B209>Small Lobby :)<U+B207>Location is great.Stayed in March 2017"
"919","Myanmar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights","5.8","¡°Good Location¡±","<U+B209>Room Make up and replenish bathroom amenities<U+B207>Good LocationStayed in March 2017"
"920","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Family Room<U+2022> Stayed 5 nights","6.7","¡°Value for money and great location¡±","<U+B209>The bed wasnt comfortable.<U+B207>The pillows was so comfortable.Stayed in March 2017"
"921","Belarus","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights","8.8","¡°Very nice and friendly personnel.¡±","<U+B209>There is a window in the room, but the view is very limited due to a nearby building of Golden Mile complex (but from the roof you can see Marina Bay).There is a 50 SGD deposit for every day of stay, although I must admit that it was returned to my card in only three operational days which is much better than hotels averagely do.Doors on the second floor (near the reception) are closed at night so you have to go to the first floor.Looks a bit expensive to me, but may be it's just Singapore prices.<U+B207>Very nice and friendly personnel. The hotel is new and very clean. Photos of the rooms are up-to-date.The location is not excellent, but many attractions are easily accessible. Nicoll Highway MRT station of Circle Line (yellow) is about 400m away. This line will easily take you to Marina Bay. Downtown, China Town and Little India also can be reached in a reasonable time by MRT (line change required). Lavender MRT station of East West Line (green) is about 800m away (if you make a shortcut by Pedestrian Bridge over Rochor River). This line takes you to the Changi Airport in about 50 minutes. Use bus No.100 to go to Sentosa, the stop is about 50m from the hotel. Big food center and ATMs just across the road (use bridge from the second floor). Pass the food center and you'll find a post office, post boxes and a 24/7 SAM machine (you can buy stamps here).Good soundproof of the rooms. Quiet air-conditioning which can be regulated from the room. Very comfort bed and nice linen.Swimming pool on the roof was ok. Rather small to have a good swim but enough wake you up in the morning or relax at the end of day.Luggage room is free of charge.Stayed in March 2017"
"922","Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","6.3","¡°Good location average cleanliness¡±","<U+B209>The room (including the bathroom) could be more clean. Night staff could be more friendly.<U+B207>Nice swimming pool and good locationStayed in March 2017"
"923","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","4.2","¡°Staff not helpful at check out.¡±","<U+B209>Staff not helpful at check out. Have to bring all our luggages down ourselves as they say there were too busy. When request help to call for taxi, the reply I get is that it's not peak periods and it's easy to get taxi by yourself. DuhhhhhStayed in March 2017"
"924","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Staff service excellent¡±","<U+B209>Rooftop dont have shower room , if have steambath and sauna room will be better<U+B207>Staff service excellentStayed in March 2017"
"925","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.5","¡°Reasonable hotel.¡±","<U+B209>Bathrooms need better ventilation. Signs still suggest a rooftop bar and a 5th floor garden terrace which don't exist.<U+B207>Reasonable hotel. Good hawker centre across the roadStayed in March 2017"
"926","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Ridiculous water pressure control.¡±","<U+B209>The shower head has very low water pressure. Can't achieve 0.5 psi. It took 39 mins to response after complaining. Technican reasoning, Local authority disallow high pressure. Such ridiculous answer.<U+B207>This is a new establishment with plenty of eateries nearby. Offers private carparks. 500 meters walk to MRT.Stayed in February 2017"
"927","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Saver money in strategical  position¡±","<U+B209>Too slow elevators<U+B207>Good position, near to the Esplanade square and Little Indiasvas ; luggage storage availability; bus stop within 200 m.Stayed in March 2017"
"928","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Good location near to Nichol Highway mrt station.¡±","<U+B209>The shower room drainage isn't great and water doesn't flow to the drain so after a shower the water will be over flowing the bath room. <U+B207>Good location near to Nichol Highway mrt station. A short 3 mins walk. Room is basic but has all the necessities. A bit small but great for value. Staff are helpful and friendly and don't forget to check out the swimming pool with paranoma views of the city. Breakfast was good with coffee selection from Costa. I will come back to this hotel again!Stayed in March 2017"
"929","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","7.5","¡°Breakfast was good.¡±","<U+B209>There was work being carried out in the corridor during working hours.<U+B207>Breakfast was good. The room was quiet and the bed very comfortable.Stayed in March 2017"
"930","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Open the pool for longer hours .¡±","<U+B209>Open the pool for longer hours .Check out should be more later .Stayed in February 2017"
"931","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Comfy, clean and great value¡±","<U+B209>I consider that the reception check in area should have a structural wall to separate itself from the dining area... Not exactly conducive looking and listening as guests check in and out with lots of luggage ammasing, whilst eating a breakfast.<U+B207>So Modern and contemporary,clean and efficiently run.Roof top pool a bonus and terrific views over city... Great value for money...Will stay here again for sure.Stayed in February 2017"
"932","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°Family Room too small¡±","<U+B209>Family Room too smallStayed in February 2017"
"933","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","7.5","¡°happy/nice/conveniece¡±","<U+B207>happy/nice/convenieceStayed in February 2017"
"934","Bulgaria","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","7.5","¡°Nice location, new hotel¡±","<U+B207>Small room at high price - very typical for Singapore. Nice location - very close to Nicolle MRT station. Nice view from the room. Good WiFi, safe room and environment, good check in and out.Stayed in February 2017"
"935","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.9","¡°Good hotel for business and leisure¡±","<U+B209>Can't find any negative points. For those complaining about the slow lifts, then take the stairs. You can only exit the building via the stairs. Entry to the rooms via the stairs are not permitted as the doors only open one way.<U+B207>Speedy free wifiStayed in March 2017"
"936","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 3 nights","7.9","¡°Wish the sheets were a 100% cotton like in the UK. Staff very helpful as was the duty manager,¡±","<U+B209>no 100% cotton sheets which would have been better<U+B207>Premier Inn comfort at a decent priceStayed in March 2017"
"937","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","9.6","¡°family stay¡±","<U+B209>swimming pool is very nice but as on roof top it could have more shade.<U+B207>room was small but clean, and beds were excellent, hotel has free parking, location next to golden mile and opposite food court with ATM's is excelentStayed in March 2017"
"938","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Room were just OK but pricy.¡±","<U+B209>Not much cable TV entertainment and room service.<U+B207>Room were just OK but pricy.Stayed in March 2017"
"939","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights","9.2","¡°Great room - enough space for two people, very comfortable...¡±","<U+B209>The elevators! There are 3 elevators but seem not enough for this hotel. Arm yourself with a lot of patience or take the stairs.The breakfast is too pricey. There are better options nearby (try Maison Ikkoku in the Arab neighbourhood or Tolido's, they are excelent breakfast places and not pricey at all).<U+B207>Great room - enough space for two people, very comfortable bed, free water, really quiet (had a room on the 9th floor).8-10 minutes on foot to the Nicoll Highway MRT station that is on the yellow Circle Line.Stayed in March 2017"
"940","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","5.8","¡°Great for Couples but NOT for families!!¡±","<U+B209>Having stayed in a Family Room at the Premier Inn, Kingston Upon Thames, we were expecting a very similar facility. However, this was NOT the case. Upon entering our room, we discovered that what had been sold as a FAMILY ROOM, was in fact, a standard room with 4 beds SQUEEZED into it. There was absolutely no room to move around. We had 5 suitcases, as we had just spent 4 weeks travelling around Europe, and there was barely enough space to place 2 of them on the floor. Also, the view from the windows (on both sides of the building), look out onto the neighbouring buildings. There was so little room, that the Housekeeping staff just pulled the quilts up and tucked them down between the beds. They changed the towels and this was the extent of ""cleaning"". The restaurant downstairs was located in the same area as the Reception desk. This meant that while you were eating breakfast, you were subjected to the constant (and at times LOUD), noise of large groups of people checking in and out of the hotel. You would also have to manoeuvre your way past several large stacks of luggage that people had left for the hotel staff to ""hold"". Breakfast in the hotel was also the most expensive we had encountered on our holiday. At SGD23.50 per adult (kids ate FREE), it was a very average selection of dishes to choose from. We found that if the restaurant was full, there wasn't a lot of space to move between tables, and even less when people had their prams seated by their tables. I would not recommend this facility for families (especially those with young ones).<U+B207>The staff at the Premier Inn Singapore Beach Road were very welcoming and extremely helpful. The location of the hotel is excellent, with the Nicoll Hwy MRT just around the corner (5 minute walk). It is also not far from Bugis Street markets and eateries. Great place for couples.Stayed in March 2017"
"941","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","10","¡°Lovely, easy with kids and comfortable - one of the best nights sleep we've had in a long while.¡±","<U+B207>Location is close to Nicoll Highway MRT so easy travelling with kids.Free breakfast for kids when you pay as an adult.Stayed in March 2017"
"942","Taiwan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","8.3","¡°Good experience¡±","<U+B209>I experience the electricity shut down in my first day staying. The issue is solved around 30 minutes after our notification, could do it better than that. However, the repairing stuff is still very nice and friendly. He also repaired another lighting fixture problem the next day. General speaking, not bad on responding  customer's request.<U+B207>Wonderful breakfast, a lot of choice to have.Good cost/price value.Near MRT station.Clean, comfortable.Stayed in March 2017"
"943","Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Great place for families¡±","<U+B209>The elevator is busy all the time. And the wifi is not good.<U+B207>It was very comfy for sleep. Great location too.Stayed in March 2017"
"944","Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°Completely ok!¡±","<U+B209>Breakfast quite expensive, in the 15th floor during the night quite noisy, something working on the roof and you hearing it<U+B207>The location, pool on the roof!Stayed in February 2017"
"945","France","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","7.5","¡°Reasonable hotel for a reasonable price.¡±","<U+B209>Small bedrooms, bar closing at 10.30pm<U+B207>Location. Close to MRT for getting around.Stayed in February 2017"
"946","Finland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","7.9","¡°Value for money for families with children.¡±","<U+B209>Pool had no change room or shower. Personally I don't like the carpet floors.<U+B207>Excellent value for money while travelling with children. Family room and kids eat free breakfast make it good choice with children. Cleanliness and facilities were ok. Pool had no change room or shower.Stayed in March 2017"
"947","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Good price and location- no frills¡±","<U+B209>Layout of the lobby/reception/ restaurant area was very poorly designed and when busy it is a mess. And lifts are very slow. Door from driveway level one should be automatic- manual makes it very difficult with bags especially as there is no porterRooms are very small- but ok if your only there to sleep.No room service but your able to go to the restaurant and get take away.<U+B207>Price was adorable for Singapore and location was goodStayed in March 2017"
"948","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Functional, value for money hotel, good location¡±","<U+B209>Stains on the sheets<U+B207>The location and the price.Stayed in March 2017"
"949","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Its a great stay & surely will come back again e<U+009F><U+0091><U+008D>¡±","<U+B209>The chambermaid wanted to clean our room even we told him that we need to sleep. He wants to finish his work as he can't go home if work not done. It spoilt our dream & rest on that day.<U+B207>Reception staff was helpful during my check in. I like the convenient of parking my car.Stayed in March 2017"
"950","Serbia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 11 nights","9.2","¡°Family Room review, 11 nights stay¡±","<U+B209>The room was quite small (19m2) although most of the time you will spend outside, roaming the city. Small closets, considering this is standard family room. The view from the room was nothing special (side to Golden Mile Tower).<U+B207>Most of the things, but exstracted:- good value for money,- really comfortable beds, - cleanness of the room and bathroom, as well as hallways, elevators, lobby...- good A/C,- nice lobby restaurant, I would say good quality/price ratio compared to other restaurants around city,- breakfast at the restaurant was standard, but nice, although we were having our breakfast there once only, - metro station is not too far away, -...Stayed in February 2017"
"951","Hong Kong","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Twin Room<U+2022> Stayed 4 nights","6.7","¡°swimming pool was clean and beautiful¡±","<U+B209>no towels provided at the swimming pool and there is no changing room at the pool floor.<U+B207>swimming pool was clean and beautifulStayed in February 2017"
"952","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","7.5","¡°Clean and compact room. Very conveniently located¡±","<U+B207>Very convenient location near Nicholl Hwy MRTStayed in February 2017"
"953","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","10","¡°Both times we ordered food for takeaway from the restaurant,...¡±","<U+B209>Both times we ordered food for takeaway from the restaurant, our order was wrong or missing something.Stayed in March 2017"
"954","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Decent hotel, good value.¡±","<U+B209>Bathroom and bathroom amenitiesSlow liftsRoom a bit small. Extra bed should be an option<U+B207>Friendly and professional staffNice viewProximity to Arab street eateries NewStayed in February 2017"
"955","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","9.2","¡°Superb location, easy accss to food and public transport.¡±","<U+B209>extra bed added not comfortable to sleep on.<U+B207>Superb location, easy accss to food and public transport.Stayed in February 2017"
"956","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","6.7","¡°Staff aren't friendly at all¡±","<U+B207>Staff aren't friendly at allStayed in February 2017"
"957","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night","6.3","¡°Nice staffs what i can say¡±","<U+B209>not a good location for beside left and right building....<U+B207>Nice staffs what i can sayStayed in February 2017"
"958","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.9","¡°Overall good experience¡±","<U+B209>We booked a family room. Room was too small for 2 adults and 2 children.<U+B207>Good location. Friendly staff. Fast check-in/check-out. Kids enjoyed the roof-top pool.Stayed in February 2017"
"959","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Overall satisfied¡±","<U+B209>Nil<U+B207>The check in was fastStayed in February 2017"
"960","Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°beautiful, clean, cosy, modern¡±","<U+B209>Aircon in the lobby and restaurant was too cold for us for late breakfast/lunch. We moved out to its beautiful green terrace. Even better sitting there while it was raining.<U+B207>We stayed three nights. The staff is really friendly and professional. Clean hotel with great design. Small room but well arranged, no problem for two persons with bulky luggage. Beautiful new bed linen and super comfy bed with slightly harder matrace. Quiet aircon. Two apple internet terminals in the lobby, but no privacy there. Great pool on the rooftop. Great food in stylish restaurant. Would come back.Stayed in February 2017"
"961","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good staff very helpful.¡±","<U+B209>Not enough lifts. Take too long. Bed mattress are too hard to my liking.not much tourism  information. Lobby is too small. Can hear noise next room.roof top pool closed in the night . nothing for kids to do. OK if you are only there to sleep.<U+B207>Good staff very helpful. Chinese guys who were cleaning were very polite.liked the pool. Handy locationStayed in February 2017"
