"","nationality","tags","score","content","content_detail"
"898","New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 2 nights","10","¡°The location, Hotel and staff is fabulous and would definitely recommend and would stay there again¡±","<U+B198>I have to say I loved everything about the Hotel<U+B200>We had a problem when we first booked in as there was my partner and my sister and I thought we would get 2 double beds but it was a bed and rollaway in the room that we booked it was too small and the staff were fantastic we were upgraded and paid the extra for a bigger room and higher floor and was excellentStayed in September 2017"
"899","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night","7.9","¡°The complex is something unbelievable, like a dream.¡±","<U+B198>For 450 euro a night breakfast can be included.Room style old fashion.<U+B200>The complex is something unbelievable, like a dream.Stayed in October 2017"
"900","Ireland","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°The swimming pool and views!¡±","<U+B198>A bit pricey and check out was pretty early.<U+B200>The swimming pool and views!Stayed in October 2017"
"901","Cyprus","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night","10","¡°Super¡±","<U+B200>The infinity pool and the viewStayed in September 2017"
"902","Cura<U+00C3>¡ìao","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Stunning!¡±","<U+B200>Everything was perfect!Stayed in October 2017"
"903","India","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room<U+2022> Stayed 2 nights","8.3","¡°no iphone chargers in the hotel¡±","<U+B198>no iphone chargers in the hotelStayed in September 2017"
"904","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night","9.2","¡°Very Good¡±","<U+B198>When I have booked for family with 2 children and mentioned it clearly they shouldn't ask for extra bed and extra money for that. they should have planned and accommodated while booking only.Stayed in October 2017"
"905","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Awesome experience. Felt pampered!¡±","<U+B200>The beds were extremely comfortable! Room was clean, friendly and accomodating reception staff, awesome infinity pool and delicious in room dining!Stayed in October 2017"
"906","Qatar","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°its excellent except the deposit was not returned. i should have paid the deposit in cash¡±","<U+B198>i was deducted with the full payment of my hotel with the deposit and after cheched out deposit was not returned back, they said it was only a prepayment, but the deduction is more than the hotel bill.<U+B200>the foodStayed in October 2017"
"907","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Great hotel¡±","<U+B198>No aircon in liftsStayed in October 2017"
"908","Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°a once in a lifetime experience¡±","<U+B198>the price and dthe crowd. it was millions of people there at any given time.<U+B200>the swimming pool obviouslyStayed in October 2017"
"909","Montenegro","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room (3 Persons) <U+2022> Stayed 1 night","10","¡°Amazing hotel¡±","<U+B198>/<U+B200>There is not much to say about Marina Bay... Absolutely amazing! Staying here is a must If you are coming to Singapore. Everything interesting to see is situated around the hotel and hotel itself is amazingStayed in September 2017"
"910","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°View from the pool¡±","<U+B198>Room was standard for a 5 star hotel, Tv remote didn't work after having it changed.<U+B200>View from the poolStayed in September 2017"
"911","United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°One night to try the pool and take pic of the view is more than enough¡±","<U+B198>Stuff were too serious not smiling<U+B200>View and poolStayed in October 2017"
"912","Switzerland","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night","8.8","¡°This hotel is absolutely amazing, eventhough it is pricey, it's so worth it!¡±","<U+B198>The lobby is almost always very crowded, which is rather discourageing, but the staff always helped out quickly.<U+B200>The bed was so confortable and the facilities such as the fitness and rooftop pool are amazing!Stayed in October 2017"
"913","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Best hotel I have stayed at staff and facilities are amazing¡±","<U+B200>Best hotel I have stayed at staff and facilities are amazingStayed in October 2017"
"914","Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room<U+2022> Stayed 2 nights","9.2","¡°We enjoy this stay and thanks for the good facility with nice services.¡±","<U+B198>The security of high level may need add some.<U+B200>The breakfast is delicious, and room and the facility is perfect. The services is also friendly.Stayed in September 2017"
"915","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin Room<U+2022> Stayed 1 night","10","¡°impresive¡±","<U+B200>everythingStayed in September 2017"
"916","Slovakia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night","9.2","¡°It<U+00C2>¡äs worth to visit during your stay in Singapore.¡±","<U+B200>It<U+00C2>¡äs worth to visit during your stay in Singapore. Unforgetable experience! :-)Stayed in September 2017"
"917","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Size of room, view from room, size of bathroom, quality of...¡±","<U+B200>Size of room, view from room, size of bathroom, quality of inclusions and close proximity to the gardensStayed in September 2017"
"918","Slovakia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night","9.2","¡°amazing views from the pool and from the room¡±","<U+B200>amazing views from the pool and from the roomStayed in October 2017"
"919","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Comfortable stay.¡±","<U+B198>Could have more options of halal restaurants.Should have complimentary parking for in guests.<U+B200>The staffs from the valet to the security to the counter staffs were pleasant and friendly.Stayed in October 2017"
"920","Argentina","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Awesome!¡±","<U+B200>Awesome!!!Stayed in September 2017"
"921","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Wonderful night of indulgence. Worth it for the pool.¡±","<U+B200>The pool!Stayed in September 2017"
"922","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights","10","¡°Great location, pool and Skydeck are amazing¡±","<U+B200>Great location, pool and Skydeck are amazingStayed in September 2017"
"923","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°The view from the pool is fabulous.¡±","<U+B200>The view from the pool is fabulous.The rooms are nice and comfortable also , but lets face it nobody goes there for theme<U+009F><U+0098><U+008A> Stayed in September 2017"
"924","Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night","10","¡°Amazing experience in Singapore¡±","<U+B200>Amazing hotel, perfect service, infinity pool impressive. Club service is a good buying , you don't need to have dinner with all the food and drinks you have in the cocktail.We were free upgraded to the Sans Suite making an unforgettable experience for our anniversary! Thank you, Cindy and all Marina Bay Sands Premium Service :)Stayed in September 2017"
"925","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Good view from the roof level of the hotel- make U feel like TOP in the world.¡±","<U+B198>The price is very high<U+B200>Roof TOP pool & it surrounding viewStayed in September 2017"
"926","Netherlands","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Amazing hotel and stay¡±","<U+B198>Room<U+B200>PoolStayed in September 2017"
"927","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.5","¡°Great place with loads to see but evenings out are very expensive for alcohol!¡±","<U+B198>Prices of alcohol!!<U+B200>The view was amazing from our room. The hotel is phenomenal. If you stay anywhere else you will look at these towers and wish you was staying there if you haven't previously.Stayed in September 2017"
"928","South Korea","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°This is a kind of atrraction!¡±","<U+B200>Service, Facilities!Stayed in September 2017"
"929","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°The location, the view, the pool.¡±","<U+B200>The location, the view, the pool.Stayed in October 2017"
"930","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","3.3","¡°Never go back¡±","<U+B198>Crowded like market,<U+B200>Nothing muchStayed in October 2017"
"931","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°World-class experience and ambiance.¡±","<U+B200>World-class experience and ambiance. Hope to have a discount card so that I can opt to stay at Marina Bay everytime I go to SG.Stayed in September 2017"
"932","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Should be 7 stars¡±","<U+B200>I loved it.  I will diffently come backStayed in September 2017"
"933","Poland","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Sky View<U+2022> Stayed 2 nights","10","¡°Must-go. Life time experience.¡±","<U+B200>The hotel is brilliant ! It's a true masterpiece with an amazing yacht-swimming pool on the roof. The staff was truly professional and helpful. The are very well prepared for their job. The room on 53rd floor was fantastic. Lots of space and an amazing sky view ! I would definitely go back again to this room. The pool is amazing, lots of people, but still it's a relaxing place. I never had a issue to find a place or a sun chair. Clearly, Marina Bay Sands Hotel is very well prepared for this amount of people ! I like the gym, restaurants, gift shop, quick access to the shopping mall. It is the best place for sightseeing in the city. Just right next to the Super Trees, downtown, Merlion, Singapore Flyer, Forest&Flower Dome, restaurants, everything is surrounding the hotel :) I'm truly happy and I will be back there one day ! :)Stayed in September 2017"
"934","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Awesome stay and perfect for our honeymoon¡±","<U+B198>Nothing we didn't like!<U+B200>Superb hotel and a must for a stay in Singapore. The staff couldn't do enough for us. The Club benefits were excellent, along with the food and beverages. The staff catered perfectly for my coeliac gluten free diet. The hotel offers ultimate luxury!Stayed in September 2017"
"935","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Unforgettable¡±","<U+B200>Infinity PoolStayed in September 2017"
"936","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Fabulous location, view, staff , pool, facilities. Very welcoming stay at marina bay sands!¡±","<U+B198>I didn't like the way the robes were shabby and wrinkly. I expected more from a 5 star hotel. I expected the robes to be ironed or steamed. There wasn't a shower cap in my room which was a bit difficult to get a shower without wetting my hair. There were no biscuits to have with my cup of tea/coffee.<U+B200>I loved the view from the bathtub. The view from room was magnificent. Very clean. Fridge was stocked with delicious drinks and snacks.Stayed in September 2017"
"937","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","3.8","¡°Disappointing¡±","<U+B198>Carpet in room was dirty, too far away from main attractions, over priced, only one bottle of free water.Stayed in September 2017"
"938","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.2","¡°Not recommended this hotel !¡±","<U+B198>Lobby,checking in counter long queue.over rating hotel,over price.Really disappointed the minute l stepped in the lobby entrance.<U+B200>NothingStayed in September 2017"
"939","Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night","7.1","¡°Service at the desk front (check in and check out)¡±","<U+B198>Pool is too crowded, Service at the pool bar<U+B200>Service at the desk front (check in and check out)Stayed in October 2017"
"940","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room (3 Persons)<U+2022> Stayed 1 night","10","¡°We enjoyed our stay and would love to visit again.¡±","<U+B198>None<U+B200>The amenities and the room.Stayed in September 2017"
"941","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°It was a fantastic place to stay to celebrate an anniversary.¡±","<U+B198>Nothing<U+B200>The Suite upgradeStayed in October 2017"
"942","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°WOW!¡±","<U+B198>A bit tricky getting to the pool from where I was located<U+B200>I was lucky enought to receive an upgrade to a Suite and it was amazing!!!Stayed in September 2017"
"943","Australia","<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night","9.6","¡°i like the place,nice view, good services but it's to...¡±","<U+B200>i like the place,nice view, good services but it's to expensiveand o much people on the ground,and swimming poolStayed in September 2017"
"944","Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.8","¡°Only convenient is to get to Changi airport.¡±","<U+B198>No comfortable contour pillows. Nowadays most hotels provide a good range of pillows for selection. The rate charged doesn't commensurate with the product and service level.<U+B200>This property is good for casino goers. Not so suitable for me as I like more quiet and tranquil residential hotels.Stayed in October 2017"
"945","Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night","8.8","¡°The view, the size of the room and size of the bed.¡±","<U+B198>It is a bit pricey - they use their one of a kind status pretty well.Make sure that you check in all your gests well in advance (they send you a form to fill in). My girlfriend had trouble signing into the hotel before me, even though I provided the details in their form. She had to stay in the lobby for 3.5h feeling not so welcome from the staff.<U+B200>The view, the size of the room and size of the bed. Location is great.The swimming pool of course is amazing!!Stayed in September 2017"
"946","Iran","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.0","¡°Not clean water in pool and very very very busy¡±","<U+B198>Not clean water in pool and very very very busyNot not not good <U+00D8><U+008C>i regret my choiceStayed in October 2017"
"947","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Awesome¡±","<U+B198>Everything<U+B200>The room is simply amazing.... never expected to be upgraded to family suite.. Ita<U+0080><U+0099>s a memorable for us coz ita<U+0080><U+0099>s my daughtera<U+0080><U+0099>s 18th birthdaya<U+009D>¡è<U+00EF><U+00B8><U+008F>Stayed in September 2017"
"948","Sri Lanka","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier King Sky View<U+2022> Stayed 1 night","7.5","¡°enjoyable¡±","<U+B198>breakfast buffet spread<U+B200>infinity poolStayed in September 2017"
"949","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 2 nights","7.9","¡°Could have been better¡±","<U+B198>Despite using TOTO brand for the room, they have decided to choose the one without build-in bidet which was a bad decision. Most of 5 star hotel have their build in bidet and some of them went extra mile for your comfort and luxury in toilet.No breakfast package with the room!! No discount for in-house guest parking either.<U+B200>The pool area was good. Not much different from other 5 star hotel in term of facilities.View from the pool surely great as it located at the roof top, no doubt about it.Love it!!Stayed in October 2017"
"950","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Not good value for the price¡±","<U+B198>The bathroom was slightly dirty when we checked in. Pool is always way too crowded as it seems to be the prime attraction. Beds were quite small for a room that was supposed to accommodate two adults and two kids. Overall, not great value for the super high price.<U+B200>Beautiful swimming pool, great views and very helpful staff.Stayed in October 2017"
"951","Ukraine","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin City View Room <U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°The best hotel in Singapore.¡±","<U+B200>The best hotel in Singapore. Everytging was exceptional. We had to book two different rooms because there was no availability for our dates to stay in one room. But when I mentioned it to the lady at the front desk she helped us and offered one room for the whole period of our stay.Stayed in October 2017"
"952","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin City View Room <U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Stay here if you want to live in comfort and luxury!¡±","<U+B200>Great view from room. I felt like royalty staying at this hotel!  The greatest perk is being able to access the infinity pool! Every guest must have their own room key to enter....no exceptions at all!  Drinks are expensive but that's already expected considering that you get to enjoy the best views of the city!  Service is top notch from the hotel staff as well.  I will definitely stay here again next time I'm in Singapore!Stayed in October 2017"
"953","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Loved it.¡±","<U+B198>Shame ita<U+0080><U+0099>s so expensive. Ita<U+0080><U+0099>s worth the cost for a night just for the experience, but too expensive for most people to stay there for their whole trip.<U+B200>This hotel is amazing. Definitely one for the bucket list!I was given complimentary early check in (5 hours more in the infinity pool!) which was great. The staff are very helpful and friendly, rooms have everything you need and could want. I didna<U+0080><U+0099>t want to leave!Stayed in October 2017"
"954","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Room was superb and comfortable.¡±","<U+B198>The wait to get a lift took too long.<U+B200>Room was superb and comfortable. The pool and observation deck were excellent.Stayed in September 2017"
"955","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Excellent hotel.¡±","<U+B200>Excellent hotel. Infinity swimming pool for your selfies! Has nearby shops and restaurants.Stayed in September 2017"
"956","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°I will not book anymore with booking.com or will be completely carefuul.¡±","<U+B198>I will never book with booking.com. Age of kids is ignored which is getting you in trouble.<U+B200>ViewStayed in September 2017"
"957","Greece","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King City View Room (3 Persons)<U+2022> Stayed 1 night","7.5","¡°A must-stay hotel but overrated/overpriced¡±","<U+B198>The hotel is huge and there is a vast number of guests which combined with the level of the staff's attentiveness makes you feel unimportant. The queue in the checkin desk seemed never-ending. The rooftop infinity pool although breathtaking is over-crowded making you question the level of cleanliness of the water.<U+B200>Our city view room had amazing views of the city and the rooftop pool is amazing. The whole hotel is a must-see attraction.Stayed in September 2017"
"958","Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°the hotel is very clean.our room is super cool! it was beautiful, magnificent!¡±","<U+B198>there is absolutely nothing that we did not like.<U+B200>the marina bay sands was exceptional.everything we experienced in the hotel was superb and it was very beautiful.for more than 700SD, it was worth it.Stayed in September 2017"
"959","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Worth every penny!¡±","<U+B198>Nothing<U+B200>EverythingStayed in October 2017"
"960","Australia","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°A fantastic experience but wouldn't stay again due to price¡±","<U+B198>Price is too high<U+B200>The magnificent roof top pool and recreation levelStayed in October 2017"
"961","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Stunning experience for one night¡±","<U+B198>The wi fi was hopeless very very slow and the room was very expensive but great for the expensive of one night<U+B200>The rooftop pool was amazing with the view over the city buildings. There were also two spas hidden amongst rocks and trees behind glass right on the edge of the building. The room had a extra large king bed very comfortable. The view amazing as we were on the 38th floor. The pool and bar was on the 57th floor and was stunning at night with the city lights.Stayed in September 2017"
"962","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night","10","¡°would love to stay in the future. Had an amazing time.¡±","<U+B198>nothing to dislike<U+B200>The pool and the skydeck was amazing. The hotel staff were incredible.Stayed in October 2017"
"963","Portugal","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 2 nights","9.6","¡°It was worth to stay there and next time will do it again¡±","<U+B198>The price does not include taxes, and I do not understand why not to precalculate them so that any client knows exactly how much to pay in advance?  I was asked for deposit on top of the fact I had two rooms prepaid already, but I just refused and told that I will pay as and when I need to pay for any extra service.  The reception lady called someone to get authorization for it!If you are not coming to the evening opening of Club55, you will need to wait for the table, but most people never leave from there as they can drink free champagne endlessly...We had our arrival after 1 AM at night, and even at that time there was a line to reception for check-in.<U+B200>Everything can be fixed and arranged with a single button on a telephone.  Club55 is great!  The infinity pool is fantastic!  The city view from a high floor is breathtaking, so you can sit near panoramic window and enjoy it.Stayed in September 2017"
"964","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night","10","¡°An amazing hotel, wish I could have stayed longer.¡±","<U+B198>Very busy<U+B200>AMAZING.Stayed in September 2017"
"965","Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night","10","¡°Since it was my girlfriends birthday, I planned a one night...¡±","<U+B200>Since it was my girlfriends birthday, I planned a one night stay at Marina Bay Sands as a surprise. The Marina Bay Sands team surprised us with a bottle of champaign and some amenities!Stayed in September 2017"
"966","Oman","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 3 nights","10","¡°Excellent property, location, connectivity, amenities and nearby places.¡±","<U+B198>Too big crowd at check-in/check-out. Don't expect front desk staff to handle guests like other 5 star properties.<U+B200>Excellent property, location, connectivity, amenities and nearby places.Stayed in September 2017"
"967","Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°The original¡±","<U+B198>Too crowded<U+B200>The poolStayed in September 2017"
"968","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Grate¡±","<U+B198>Breakfast not up to the level its liok normal 3 star<U+B200>Every thingStayed in October 2017"
"969","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°The views are breathtaking and the experience swimming in...¡±","<U+B200>The views are breathtaking and the experience swimming in the infinity pool is one of a kind. Superb service - the receptionist upgraded our room and arranged a bottle of bubbly and a cake when he realised it's my partner's birthday.Stayed in October 2017"
"970","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Swimming pool¡±","<U+B198>Staffs were rudeCheck out time 11:00am<U+B200>Swimming poolStayed in October 2017"
"971","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Swimming pool¡±","<U+B198>Staffs were rude Check-out time 11:00a.m<U+B200>Swimming poolStayed in October 2017"
"972","Slovenia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°The room had a really nice city view¡±","<U+B198>The pool is just too crowded<U+B200>The room had a really nice city viewStayed in September 2017"
"973","Switzerland","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°The most comfortable bed I ever had!¡±","<U+B198>Since I had the room in floor 8 the cars from outside the street were a bit loud. even in the night there was quite a lot of traffic. <U+B200>The most comfortable bed I ever had! Great pool at te top. Stayed in October 2017"
"974","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night","9.6","¡°Location is fantastic.¡±","<U+B198>Ce La Vi restaurant isn't worth the money.  Again, the location is fantastic (if you get an outside table which we did), but the staff were average and slow to bring drinks.  Better food served elsewhere in Singapore and its expensive.<U+B200>Location is fantastic.  The pool/observation deck lives up to expectations.  We stayed in an Orchid Suite which was phenomenal.  Already planning our return.Stayed in September 2017"
"975","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Great location with awesome views from the  pool on 57th floor. To $$$ for what's offered.¡±","<U+B198>Shower glass door hard to open scraps on the tiled floor, toilet flush botton can only be reached when lid is shut close, very low to sit on for tall people,  bathrobes are far to small for tall people like European uncomfortable to wear, excesss to pool in tower 2 hard to get to, also to clublounge hard to get to from tower 3 room, slow lifts and over crowded when finally at 55th floor it is very disappointing when you pay top $ for that service. Needs better organising by management. Breakfast is a total mass production feels uncomfortable sitting on the 57th floor in among  lots of running chooks. Not pleasant at all. This was the highlight of our honeymoon, no not really : (        ...but friendly staff everywhere : )<U+B200>Very comfortable bed and pillows and bed sheets/ duna, chocolates for our honeymoon,  fluffy towels and great bath/ shower gels and accessories. Beautiful  view from bathroom as well as the bedroom/ living room area. Stayed at Grand  Clubroom on 27th floor. Amazing views from pool on 57th floor where we enjoyed lunch yummy burger : ) and drinks.Stayed in September 2017"
"976","Canada","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.6","¡°Overrated 2star hotel with rooftop pool¡±","<U+B209>No ac in the elevators, the check in and the check out was horrible poor customer service from staff all around the property, pool area extremely dirty both days we were there. Band aids floating around, food and empty plates left near some lounge chairs, wet towels left on the floor and one life gard near tower one LITERALLY was napping on the chair while on the job.<U+B207>The viewsStayed in September 2017"
