"","nationality","tags","score","content","content_detail"
"929","Fiji","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights","10","¡°We thoroughly enjoyed our stay in Bencoolen.¡±","<U+B209>We noticed some of the guests did not use tongs while toasting bread.  They were using their hands.<U+B207>The bed was very nice.  there were no poached eggs but upon request we were given.Stayed in November 2016"
"930","Hong Kong","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights","9.2","¡°Nice staff and good breadfast , price is valued for its...¡±","<U+B209>nothing!<U+B207>Nice staff and good breadfast , price is valued for its service.Stayed in December 2016"
"931","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Good¡±","<U+B209>Bedroom is too small<U+B207>Location is very goodStayed in December 2016"
"932","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.6","¡°Nice and comfortable stay, 5 Stars for Ibis Bencoolen, 3 for bookings.com¡±","<U+B209>On reaching the reception for check-in, i was first told that my booking was cancelled by bookings.com. Had to show the confirmation by logging into the bookings.com account and after 10 mins of talk was able to get the room.<U+B207>The Hotel was good, clean and comfortable.The service was quick and the hotel staff was polite and friendly.Stayed in December 2016"
"933","Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Good but could be better¡±","<U+B209>A counter staff showed her impatient face while waiting for us to take out our umbrella from the luggage which had handed to her earlier.  A male cleaner raised his voice to my sis to close the toilet door at ground floor. Suggest the hotel to put up a signage for such requirement rather than yelling to the guest.<U+B207>Its cleanliness and efficiencyStayed in December 2016"
"934","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Great buffet and close to all publis transport.¡±","<U+B207>Great buffet and close to all publis transport. Great service and clean beds.Stayed in December 2016"
"935","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights","9.6","¡°Great place for the money in Singapore¡±","<U+B207>Super Clean.  Room while small is well designed.  Bed was very, very comfortable.  Quite nice Buffet Breakfast - nice to spend an hour eating slowly.  Fresh fruit, yoghurt, good breads, nice coffee and other interesting dishes.Stayed in December 2016"
"936","Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights","10","¡°Great location for a great price.¡±","<U+B209>Breakfast was a warzone but the selection was good.<U+B207>Check-in was quick and smooth. Rooms were of good size and location was superb.Stayed in November 2016"
"937","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Excellent location, comfortable stay.¡±","<U+B207>Wide choice for breakfast.Stayed in December 2016"
"938","Philippines","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights","8.8","¡°I booked the room with extra benefits and took advantage of...¡±","<U+B207>I booked the room with extra benefits and took advantage of the free use of the phone that served as my pocket wifi during my stay in Singapore. Hotel is located a few minutes away from Rochor and Bugis station.Stayed in December 2016"
"939","Australia","<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Will definitely recommen¡±","<U+B209>At breakfast, there are many choices but not that good. Some day is better than others.The price is slightly more than when I was first quoted<U+B207>Great location.Stayed in December 2016"
"940","Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°Love and hate hotel¡±","<U+B209>I dislike the housekeeping staff knocking at the door as early as 9am on the weekend morning for housekeeping! That's a funding stupid and a dumb thing to do.<U+B207>I like the speedy check-out.Stayed in November 2016"
"941","Japan","<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°all the Singaporean goodies are filled in this premises!¡±","<U+B209>New subway line has been constructed on Bencoolen. Therefore, for a long time, the road has been sort of blocked  for the cars more or less.<U+B207>I love the staff! They make me feel like I am back in my house in Singapore. Very comforting, thoughtful, and totally kind. I like to extend my deep appreciation rowards all the receptionists! I wonder what kind of special management team has been overseeing the whole operation.Also, Jeniffer in the cleaning team at the breakfast table made me feel like she is almost my Singaporean mom who is looking after all the guests.Stayed in December 2016"
"942","Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights","9.2","¡°It has been a great experience.¡±","<U+B209>It required a deposit, which is greater than the cost of your stay. For someone it could be critical.<U+B207>Comfortable hotel with great location, with cozy rooms, great variety for breakfast and good internet!Stayed in November 2016"
"943","India","<U+2022> Business trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","4.6","¡°Not Worthy to stay¡±","<U+B209>They dont help to carry the luggage.If we ask for any crockery in Room , they tell come and collect from Restuarant.Means just rooms are clean and service is not good.<U+B207>NothingStayed in December 2016"
"944","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","9.6","¡°Perfectly good option when staying in Singapore. Would recommend.¡±","<U+B209>WiFi a bit weak in the bedroom and noticed many in lobby using devices so guess we were not alone with this issue.<U+B207>Staff welcome good and average type room for this hotel grade. Quiet in room. Good location and easy to get around Singapore and to/from airport using MRT (from Bugis).Breakfast was very nice and comprehensive and food in restaurant was great as well.Stayed in November 2016"
"945","Bangladesh","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Short trip¡±","<U+B209>Some of the front desk officer<U+B207>CleanlinessStayed in December 2016"
"946","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.8","¡°I highly recommend this hotel and i will definitely stay here when I come back to Singapore.¡±","<U+B209>They should improve the variety of menu for breakfast. They should also consider guest who stays for more than 2 days<U+B207>The location is very accessible to public transport and to commercial areas. The staff are very accomodating and helpful. They assist us and make it easier for us to find the direction. Best staff specially the front desk.Stayed in December 2016"
"947","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights","7.1","¡°overall im pleasant with my stay as i had pretty much privacy time.¡±","<U+B209>housekeeping ask me if i want my room make up. i told her that not at the moment. probably come back ard 5-6pm or at night. but her reply shocked me. she said at night no housekeeping shes going back around 6pm i presume from her conversation. i had stayed at hotels in singapore much often and im pretty sure housekeeping is 24hours. only maybe night shift lesser staff.<U+B207>i asked for 2 tea takeaway if it possible as i had complimentary breakfast but did not go for breakfast due to time constraint. vicky if i see the name tag correctly. a female manager ( as shes the only one in blue uniform) assist me.she allow and prepare the two tea for me with smile. a very rare sight in singapore hotel line.Stayed in December 2016"
"948","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Average stay. Not a wow factor hotel¡±","<U+B209>The complimentary breakfast was only for 1 person and so the couple would get charged for 1 breakfast. The facilities were just okay for what the hotel charged. I would look for another hotel next time<U+B207>Staff were friendly and hepfulwhen we wanted to weigh our luggage etcStayed in December 2016"
"949","Indonesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","10","¡°Ibis Hotel on Bencoolen in Singapore believes in continual improvement.¡±","<U+B209>There is no pair of slippers.<U+B207>WiFi/Internet connection is great.Stayed in December 2016"
"950","Malaysia","<U+2022> Business trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","10","¡°My stay are pleasant and staff are friendly.¡±","<U+B207>My stay are pleasant and staff are friendly.Stayed in December 2016"
"951","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 5 nights","9.2","¡°Great hotel with great wifi which makes a change!!!¡±","<U+B207>Good location, efficient reception staff, smallbut comfortable roomStayed in December 2016"
"952","","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night","9.6","¡°May be, the room service is not available.¡±","<U+B209>May be, the room service is not available. So probably, the only point which, in my opinion, is bit less convenient.Stayed in November 2016"
"953","Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.0","¡°Wifi ok¡±","<U+B209>Poor quality<U+B207>Wifi okStayed in November 2016"
"954","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 5 nights","8.8","¡°Staff was very cooperative.¡±","<U+B209>Room were small. Didnt expected them to be so small so little unsatisfied on that part.<U+B207>Staff was very cooperative.. We got early check in as requested without any hassle.Stayed in November 2016"
"955","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night","9.6","¡°Great location for a perfect price¡±","<U+B209>None<U+B207>Location is pretty near from MRT and Bugis Junction. It's easier to get a food here.Stayed in November 2016"
"956","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights","4.6","¡°Bedbugs at the hotel!!¡±","<U+B209>But...BEDBUGS! My dad and mom were bitten by bedbugs :(We were recommended to see a doctor (taxi and doctor's fee was paid by the hotel) to prove it was bedbugs... and it was proven.The room was ""upgraded"" but it looked the same...Their entire luggage had to be washed (also done by the hotel) as the bedbugs could have latched onto the bags...No other refund was made altho the stay was absolutely traumatising, esp as my dad has diabetes and wounds don't heal well. Literal and emotional scars now.Not sure if it's the bed, but they had a fitful sleep too...<U+B207>The staff were really nice and prompt. At first glance, the place looked good...Stayed in November 2016"
"957","Singapore","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights","7.9","¡°One of the best in this price range in downtown Singapore¡±","<U+B209>As in other Accor hotels, reception is often understaffed so waiting times are a bit long. Wifi connection was quite unstable on the 16th floor.<U+B207>Very handy location, nice breakfast buffet and dining area, spacious room, even had an iron and ironing board. They offer free convenient extras like an Ezylink card for public transport, umbrellas, and even bicycles. Other hotels in this category and neighbourhood in Singapore do not offer any of these extras at this price. They are very good at passing on messages left at reception.Stayed in November 2016"
"958","Spain","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night","9.2","¡°The hotel has everything what you expect from this type of...¡±","<U+B207>The hotel has everything what you expect from this type of hotel. Price is high, as everywhere in SingaporeStayed in November 2016"
"959","Papua New Guinea","<U+2022> Business trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Perfect located and budget hotel¡±","<U+B209>Rooms quite small. Breakfast is excellent except if they can add beef or chicken to the menu.<U+B207>Bed I guess, comfortable. Hotel is great with good location.Stayed in November 2016"
"960","Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Small rooms but we'll designed and equipped.¡±","<U+B209>Location not ideal.<U+B207>Big choice of breakfast items but very busy. Not enough seats so we sat at the bar.Stayed in November 2016"
"961","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Will be back again next time...¡±","<U+B209>- Price.- Staff didn't tell us the benefit of the booking type unless we ask them.<U+B207>Location, breakfastStayed in November 2016"
"962","Cambodia","<U+2022> Business trip<U+2022> People with friends<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","9.2","¡°Good facilities, nice staff¡±","<U+B209>A litter distance to walk to MRT but it should be fine. <U+B207>Good facilities, nice staffStayed in November 2016"
"963","Hong Kong","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Good value¡±","<U+B209>Fee tv channels selection<U+B207>Overall was good, good service, clean room and towlsStayed in October 2016"
"964","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","7.5","¡°Nice hotel and stay, but did not get what I paid for.¡±","<U+B209>Staff need better awareness about TV channels.I only chose the hotel because I had called beforehand to confirm they had Fox Sports HD. They said yes. But after checking into the room, I found out that they did not!<U+B207>Helpful staff who cared about guest satisfaction. Clean and fresh hotel.Stayed in November 2016"
"965","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night","9.6","¡°The bed was so comfortable.¡±","<U+B209>The mini fridge was not in a good condition<U+B207>The bed was so comfortable. Thumb up~Stayed in October 2016"
"966","Vietnam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","8.3","¡°GENERAL REVIEW¡±","<U+B209>Fridge is extremely small.Hairdryer is tiny so can not to dry hair after washing. For girl, it is so bad.<U+B207>They made me suprise wirh a small birthday cake & sweet card on the table inside my room. Feel so great. Location is really ok, with Bugis Street, Bugis Juntion, Capatial Mall, MRT, Food Court and Pagoda. All you need to do is walking for 2 mins.Stayed in November 2016"
"967","Poland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights","8.8","¡°Nice stay!¡±","<U+B207>very good breakfastStayed in November 2016"
"968","Indonesia","<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Location & Clean superb!!!¡±","<U+B209>No extend check-out ..<U+B207>Location & CleanlinessStayed in November 2016"
"969","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","10","¡°The location: a short walk from the Bugis transport...¡±","<U+B207>The location: a short walk from the Bugis transport interchange and a market area. We were able to check in early.Stayed in October 2016"
"970","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","8.8","¡°Clean and comfortable in a pretty good location, with a very nice breakfast spread.¡±","<U+B209>The only thing I miss is a toothbrush in the room.<U+B207>Clean and comfortable. Included breakfast is a big plus. 7-11 convenience store right next door. Short walk to either Bugis or Bras Basah MRT stations.Stayed in November 2016"
"971","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights","8.8","¡°Tenth stay - always consistently good¡±","<U+B209>1) Bamboo bicycles are OK but in poor condition - need to upgrade and have a minimum 6 all-round path / trail bikes 2) OK I missed adding breakfast too my booking but staff refused to add it at check in - just pay cash or go to another place was not the correct reply.<U+B207>1) Bedding Excellent 2) Breakfast high quality 3) Location - walking distance to everywhere - MRT's everywhere 4) Good WIFI speedStayed in November 2016"
"972","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","6.3","¡°Good breakfast¡±","<U+B209>Too small<U+B207>Good breakfastStayed in November 2016"
"973","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night","6.7","¡°The booking was supposed to be $130 My bill was $153.¡±","<U+B209>The booking was supposed to be $130 My bill was $153.02 and my credit card statement read $191.39. Whats going on????Stayed in November 2016"
"974","Indonesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Location very good¡±","<U+B209>Location very goodStayed in November 2016"
"975","Australia","<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°I strongly recommend this hotel, every thing is very nice.¡±","<U+B207>I strongly recommend this hotel, every thing is very nice.Stayed in October 2016"
"976","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°The beds were very clean and comfortable.¡±","<U+B207>The beds were very clean and comfortable. Good value.Stayed in November 2016"
"977","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°No regret and satisfied¡±","<U+B209>Should have provide tooth brush and paste<U+B207>The room was very comfortable and at good location.Stayed in November 2016"
"978","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights","8.3","¡°location¡±","<U+B209>lack of chair<U+B207>locationStayed in October 2016"
"979","Pakistan","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°I would like to refer it to others¡±","<U+B209>Overall a very pleasant stay<U+B207>I would like to refer it to othersStayed in October 2016"
"980","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Breakfast was nice¡±","<U+B209>The hot water was not working<U+B207>Breakfast was niceStayed in November 2016"
"981","Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","7.5","¡°Compact&Convenient¡±","<U+B209>There were some noisy guests in corridor. Water bad smell(like kind of moldy smell...  germicide or something?).<U+00E3><U+0080><U+0080><U+00E5><U+00BB><U+008A><U+00E4><U+00B8><U+008B><U+00E3><U+0081>¡ì<U+00E5>¡è<U+009C><U+00E4><U+00B8>-<U+00E3><U+0081><U+0086><U+00E3><U+0082><U+008B><U+00E3><U+0081><U+0095><U+00E3><U+0081><U+0084><U+00E5><U+00AE>¡é<U+00E3><U+0081><U+008C><U+00E3><U+0081><U+0084><U+00E3><U+0081><U+009F><U+00EF><U+00BC><U+0088><U+00E5><U+00BB><U+008A><U+00E4><U+00B8><U+008B><U+00E3><U+0081><U+00AE>¨¦<U+009F>3<U+00E3><U+0081><U+008C><U+00E3><U+0081><U+008B><U+00E3><U+0081>a<U+00E3><U+0082><U+008A>¨¨<U+0081><U+009E><U+00E3><U+0081><U+0093><U+00E3><U+0081><U+0088><U+00E3><U+0082><U+008B><U+00EF><U+00BC><U+0089><U+00E3><U+0080><U+0082><U+00E6>¡ã¡ä¨¦<U+0081><U+0093><U+00E6>¡ã¡ä<U+00E3><U+0081><U+008C><U+00E3><U+0082><U+00AB><U+00E3><U+0083><U+0093>¨¨<U+0087>-<U+00E3><U+0081><U+0084><U+00E3><U+0082><U+0088><U+00E3><U+0081><U+0086><U+00E3><U+0081>a<U+00E6><U+00B6><U+0088><U+00E6>¡¥<U+0092><U+00E5><U+0089>¡è<U+00E3><U+0081><U+008F><U+00E3><U+0081><U+0095><U+00E3><U+0081><U+0084><U+00E3><U+0082><U+0088><U+00E3><U+0081><U+0086><U+00E3><U+0081>a<U+00E3><U+0080><U+0082><U+00E3><U+0080><U+0082><U+B207>Convenient for city tourism, cozy room with friendly hospitality. breakfast is also pretty good.<U+00E3><U+0080><U+0080><U+00E4><U+00BE><U+00BF><U+00E5><U+0088><U+00A9><U+00E3><U+0081>a<U+00E7><U+00AB><U+008B><U+00E5><U+009C>¡ã<U+00E3><U+0080><U+0081><U+00E3><U+0082>-<U+00E3><U+0083><U+00AC><U+00E3><U+0082>¡è<U+00E3><U+0081>¡ì<U+00E5><U+00BF><U+00AB>¨¦<U+0081><U+00A9><U+00E3><U+0081>a¨¦<U+0083>¡§<U+00E5>¡À<U+008B><U+00E3><U+0080><U+0082><U+00E3><U+0082>1<U+00E3><U+0082><U+00BF><U+00E3><U+0083><U+0083><U+00E3><U+0083><U+0095><U+00E3><U+0081><U+0095><U+00E3><U+0082><U+0093><U+00E3><U+0082><U+0082><U+00E3><U+0083><U+0095><U+00E3><U+0083><U+00AC><U+00E3><U+0083>3<U+00E3><U+0083><U+0089><U+00E3><U+0083>a<U+00E3><U+0083><U+00BC><U+00E3><U+0080><U+0082><U+00E6><U+009C><U+009D>¨¦¡ê<U+009F><U+00E3><U+0081>¡¥<U+00E5><U+0093><U+0081><U+00E6><U+0095>¡ã¨¨¡À<U+008A><U+00E5>¡¥<U+008C><U+00E3><U+0081>¡ì<U+00E3><U+0082><U+0088><U+00E3><U+0081><U+008B><U+00E3><U+0081>¡ê<U+00E3><U+0081><U+009F><U+00E3><U+0080><U+0082>Stayed in October 2016"
"982","Brunei Darussalam","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","9.6","¡°Great value for money spent¡±","<U+B209>I am not sure whether there is a smoking and non-smoking level. Perhaps i didn't mention when i checked in for me to be placed at a non-smoking level. The cigarette smoke from adjacent toilet get through to my toilet from ceiling vents.<U+B207>Friendly users. A free computer and printer is available for hotel guests anytime for them to make use. I had to print some quick handouts for my presentation and hotel staff were very friendly in helping me.Stayed in November 2016"
"983","United Kingdom","<U+2022> Business trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Returning every year to stay here!¡±","<U+B207>Extra benefit room with the phone and late check out. Great staff service.Stayed in October 2016"
"984","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Complete facilities & Friendly staffs!¡±","<U+B209>The bed abit small,but luckily it's comfy.<U+B207>My mum said this Hotel has very complete facilities!Staffs are friendly and helpful. We do have good stay.Stayed in November 2016"
"985","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Service¡±","<U+B209>Small beds<U+B207>ServiceHandyphoneBreakfastStayed in November 2016"
"986","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","7.5","¡°Overall good & worth staying with.¡±","<U+B209>My kids love to swim so better with swimming pool.<U+B207>The room very clean. I'm  impressed have self service launderette and ice dispenser which very convenient to take anytime. F&B offer a tumbler to borrow if you would like to bring your own water to drink outside. Tap water also safe to drink.Stayed in November 2016"
"987","United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Pretty good¡±","<U+B209>Breakfast has no other variations<U+B207>Very good locationStayed in November 2016"
"988","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°perfect stay near to local food¡±","<U+B209>nothing<U+B207>varieties for breakfast..that is value for the guestsStayed in November 2016"
"989","Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Need to keep toothbrush there at room¡±","<U+B209>Why lock rest room on lobby<U+B207>Need to keep toothbrush there at roomStayed in November 2016"
"990","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 4 nights","8.8","¡°Our stay was great!¡±","<U+B209>Enjoyed the buffet breakfast. However, add more food to choose from.<U+B207>The location was great.Stayed in November 2016"
"991","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","7.5","¡°Disappointed & Uncomfortable Stay @ Ibis Bencoolen¡±","<U+B209>Suspected the hotel with some elcetric technical failures and would reconsider if I should stay with them again for my coming next working trip.<U+B207>The Hotel room I stayed suffered with 3 - 4 times power failures, air conditional discontinued & room lighting on automatically during middle of the night till early morning.  I have be awaked by the disruptions & totally not enjoy the stay :-(Stayed in November 2016"
"992","Malaysia","<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°After all, I can tell it's good.¡±","<U+B209>Power black out twice when I was in the room<U+B207>It's in a convenience location where I like..Stayed in November 2016"
"993","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","2.9","¡°Not recommended¡±","<U+B209>Power trip for two times. No complimentary water inside the room. The air-conditioning is not cold and the bed is not comfy.<U+B207>Bed is not comfy and it is so smellyStayed in November 2016"
"994","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.9","¡°Nice place to stay¡±","<U+B209>Nil<U+B207>Location and breakfastStayed in November 2016"
"995","Cambodia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°A short stay yet valuable!¡±","<U+B207>Can't appreciate enough the senior man at the front who always run to welcome every time you seek help to look for a taxi.Stayed in October 2016"
"996","Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Still my second home in Singapore¡±","<U+B209>I was disappointed with one of the staff at the reception. I was collecting my bag which I had put in storage before I headed to the airport. He had difficulty in locating and asked for my help. No problem there except for the phrasing of his request which came across to me as, ""Look for it yourself."" I was expecting to say something like ""What sort of bag is it?"" Instead, he said something along the lines of ""Can you look for it"" However, the rest, the ones who handled my check in and check out, were wonderful.<U+B207>The chicken teriyaki and bread and butter pudding at Taste were wonderful! Housekeeping crew was fantastic. The Biz Corner is heaven sent, including the staff who helped fix the printer problem.Stayed in November 2016"
"997","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Better value in the Bugis area, staff are friendly,¡±","<U+B207>Better value in the Bugis area, staff are friendly,Stayed in November 2016"
"998","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Wifi lagging.¡±","<U+B209>Wifi lagging..Stayed in November 2016"
"999","Thailand","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","9.6","¡°nice¡±","<U+B207>nice locationStayed in October 2016"
"1000","Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Love for location and speed for staff¡±","<U+B207>Love for location and speed for staffBut there is one japanese woman staff need more smile but overall she kindStayed in November 2016"
"1001","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","7.9","¡°Conveniece and resonable price¡±","<U+B209>No.<U+B207>Good locaton close to Shopping Center , MRT and Food CourtStayed in October 2016"
"1002","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","6.7","¡°Won't stay there again.¡±","<U+B209>Room space was claustrophobic. Booking.com did not provide details of the additional taxes clearly enough which was misguiding, at the booking time.<U+B207>Cooperative and helpful staff.Stayed in November 2016"
"1003","Singapore","<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Bed n location¡±","<U+B209>So far so good<U+B207>Bed n locationStayed in November 2016"
