"","X","nationality","tags","score","content","content_detail"
"872",872,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.3,"¡°disappointed¡±","stayed  nights cost  without breakfast   photo on booking com is nothing like hotel or location  hotel rooms tired lookingStayed in January "
"873",873,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",10,"¡°the food in the in room dining menu is awesome¡±","cleanliness of the bed sheets the food in the in room dining menu is awesomeStayed in December "
"874",874,"Saudi Arabia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Comfortable¡±","In room mobile phone as nothing was mentioned about its usage and charges Location It's close to most of tourist attractionsStayed in January "
"875",875,"Australia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",7.9,"¡°overall a good stay and convenient¡±","bathroom - small, no fan or hair dryer, few complimentary items great pool and gym - room bed was very comfyStayed in January "
"876",876,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°Very clean hotel.¡±"," Very clean hotel Friendly, helpful staff Great location for MRT linksStayed in December "
"877",877,"Singapore","<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 11 nights<U+2022> Submitted via mobile",9.2,"¡°overall is a nices places to stay. will back soon¡±","cocktails, sometime just pm already full houseno chance to have itNoises, got one night neightbour guess children running corridoor and open closed doortowel and soap sometime incomplete setStayed in January "
"878",878,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°A comfortable hotel very convenient to Arab town and close to main tourist areas of Singapore.¡±","Slow to top up breakfast food in main dining room on busy New Year's Day The Club facilities especially the free drinks and snack food  to  Convenient to MRT and main bus routesStayed in January "
"879",879,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.9,"¡°It was a happy staycay :)¡±","Pool water super cold Beyond excellent Bed was sufficiently huge to cater for  ppl to roll aroundStayed in December "
"880",880,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",10,"¡°Overall  Good¡±","Breakfast  variety The  Staff  was  friendly  and  responsive  Stayed in December "
"881",881,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night",9.6,"¡°No Major Gripe¡±","Hope there is more selection for breakfast The service was very nice You really are taken care of For the location is just right as it is near the Haji Lane and other areas like Bugis Street, Bugis Junction, etcStayed in January "
"882",882,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Pleasant staycation with family¡±","Should consider having power point by bed side The staff at the orchid club are friendly and helpful They have made our stay very pleasantStayed in December "
"883",883,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights",5.8,"¡°Good and comfortable bedding.¡±","We booked at the last minute That was one of the hotel with available rooms   I would not recommend the breakfast option (expensive and poor service) You can't open windows in the room Good and comfortable bedding Rooms are spaciousStayed in January "
"884",884,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Worth celebrating an advance new year!¡±","Housekeeping not very thorough and clean Stay is worth the priceStayed in December "
"885",885,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Mystery Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Worse pillows I had¡±","The pillows were so soft and flat It really affected my sleep One of  the worse I've had compared to all of the hotels I've stayed in For a hotel like this I expected better pillows  Carpet was dirty and I felt it hasn't been cleaned or vacuum for a long time Location ,  hotel staff and room service was very efficient when I need extra cutlerys and ice Stayed in December "
"886",886,"Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°good location.¡±"," good location friendly staffStayed in December "
"887",887,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night",10,"¡°Awesome¡±","The check-in process is kinda slow The facilities is goodStayed in December "
"888",888,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Mystery Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°The walls of the room are not adequately sound proof,...¡±","The walls of the room are not adequately sound proof, experienced noise disturbance while resting from outside the roomStayed in December "
"889",889,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Wonderful place!¡±","Nothing! Great rooms with friendly staffsStayed in December "
"890",890,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Mystery Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Good location. Value for money.¡±","When I first checked into the room, there was a weird fragrance Superior room size is big and king size bed is comfortable Nice view from the pool as well Good location to Arab Street/Haji Lane/BugisStayed in December "
"891",891,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°The stay was fine.¡±","The parking place is limited and no shelterBike are not allow to park at the hotelThe Q for taxi does not have a proper lineDon't know which line to Q-up during check in The bed was nice The breakfast was greatStayed in December "
"892",892,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Room was cosy enough¡±","Poor sound proof of the room and poor access to the lobby (Not stroller friendly) Room was cosy enoughStayed in December "
"893",893,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°It's worth it¡±","Nothing All is goodStayed in December "
"894",894,"South Africa","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°No headline¡±","Everything NothiStayed in December "
"895",895,"Netherlands","<U+2022> Leisure trip<U+2022> Couple<U+2022> Mystery Room<U+2022> Stayed 1 night",9.2,"¡°very friendly staff.¡±"," very friendly staff nice pool area we had a late flight, the hotel allowed us a late check out, and we could use the poolfacilities and shower before going to the airport the breakfast (not included in our roomrate) was great, with a lot of choice the restaurant also did a nice lunch menu we would definitely stay here againStayed in December "
"896",896,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Great stay!¡±","Decor leading to the rooms seems old Could revise the decor as it seems creepy at night Add more tissue boxes in the room as there is only one tissue box in the room Beds were comfortable and rooms were huge and spaciousStayed in December "
"897",897,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",8.3,"¡°Decent hotel close to the heart of Singapore¡±","-Housekeeping staff forgot to lock our door after cleaning up We were out for a couple of hours and our room door was left ajar Thankfully nothing went missing-Check-in & check-out process gets quite hectic due to the crowd -The room we booked was not available upon check in so the hotel staff upgraded us to a better room-Pool area was nice -Buy  free  drinks at the pool bar-Hotel is easily accessible-Hotel is close by to some decent restaurants-Hotel is located near the train station-Room service food was decent qualityStayed in December "
"898",898,"Singapore","<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Staff are very helpful¡±"," Staff Allen and esther are very helpful to our needs I just had my wedding proposal yesterday and everything went well They patiently accomodate my request to transfer in a twin bed room despite of high demand due to Xmas seasonStayed in December "
"899",899,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Mystery Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Nice place! ¡±","Nothing  Everything is awesome here But the Chinese female staff name starts with E don't really know what's her problem she didn't communicate with us anything except gave us our card to check in No wifi password given, not even baby cot that i asked for Never brief anything at all Stayed in December "
"900",900,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",8.8,"¡°bed is comfortable, near bugis station, staffs are friendly.¡±","Pillows are too soft bed is comfortable, near bugis station, staffs are friendly i enjoyed my stayStayed in December "
"901",901,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Mystery Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°The location and the reception, Michael who checked us in...¡±"," The location and the reception, Michael who checked us in was very accommodating and helpful A thumps up for him!!!Stayed in December "
"902",902,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",6.7,"¡°Was a nice hotel but hidden extras were expensive¡±","Very expensive in restaurantalso had to pay $ a day extra because we arrived at am and room was not ready ( which was understandable) but hotel was not full and we could have been allocated another room but we were very tired after flying all night and needed to rest up so had to pay Was very pleasant Duty manager was wonderfulStayed in November "
"903",903,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Best staycay ever!¡±"," Bed was like cloud!!Stayed in November "
"904",904,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Ok!¡±","Car park Room sizeStayed in November "
"905",905,"Hong Kong","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.9,"¡°Orchid Club made our stay comfortable¡±","The quality and continuity of WiFi was not as good as other hotels A chef present in the Orchid Club to cook fresh breakfast and also for the cocktail hourStayed in December "
"906",906,"Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",9.2,"¡°Fully recommended¡±","no complaints at all In overall I would say it is a pretty good  Star Service I especially liked the bed: very big and very comfyAnd the neighborhood is really nice: a lot of small restaurants and bars that look cozy and laid backAfter Check Out they let me use the pool, what was very kind The Pool is big, has a lot of Sunbeds (in the sun and in the shadow as well), showers, a changing room and even a steam room So it is a good place to wait for your flight :-)I guess I will make this hotel my first choice for the next stay in SingaporeStayed in December "
"907",907,"Malaysia","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.3,"¡°OK OK only¡±","I drive to Singapore Enter and exit the hotel is troublesome Everytime have to press intercom to inform them to open the gateThe toilet floor always wet and is so cool The map and the sofa feel very dusty The pool is niceStayed in December "
"908",908,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Overall an excellent stay.¡±","A laundromat would have been usefulThere were issues with logging in to the wifi Overall an excellent stayStayed in December "
"909",909,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Family friendly, nice pools, great  gym facilities.¡±","Even though there is a stair lift it still Needs a permnent ramp for strollers/prams for families on the go Family friendly, nice pools, great  gym facilities Concierge very griendly and helpful Had an enjoyable stayStayed in December "
"910",910,"Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Near to Singapore indoor stadium 
¡±","A little bit noise Near to Singapore indoor stadium Room clear n valueStayed in December "
"911",911,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Mystery Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Housekeeping staff was extra thoughtful.¡±","A laundromat in the hotel would have been useful Housekeeping staff was extra thoughtfulOverall, an excellent stay at a great locationStayed in December "
"912",912,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°The location is very good, a lot of restaurant around the...¡±","The pillow is too soft The location is very good, a lot of restaurant around the areaStayed in December "
"913",913,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Mystery Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Ok lah ~¡±","No smoking rooms Ceiling in bathroom was low Almost couldn't stand straight showeringReceptionist time to check in n check out was the slowest in all the hotel I been due to lots of paper admintration~ although it was off peak hr Check in at pm Check out at am Clean ~Staffs were great n friendly! Hotel is in town! Many taxis n to everywhere is near n cheap!Stayed in December "
"914",914,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Relaxing stay with good services from hotel staff whio are always ever ready to help you !¡±","Mini bar food seems to be aged as chips weren't fresh etc but I am glad your staff valued my feedback and waived it out of goodwill So I hope the hotel would ensure snacks are fresh Excellent conceirge service !Stayed in December "
"915",915,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Mystery Room<U+2022> Stayed 1 night",10,"¡°Bed was very comfortable and the pool and view from the...¡±"," Bed was very comfortable and the pool and view from the terrace was greatStayed in December "
"916",916,"Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",9.2,"¡°Great value for money in generally overpriced Singapore¡±","When we checked-in we were asked to leave a deposit of  SGD cash which is excessive by all means We managed to leave it in  SGD and use a debit card for it, but it was still a really excessive amount The room furniture and finishings seem old but they are still in good shape The staff was very friendly We were allowed to use the pool facilities after check-out The location is great, an MRT station is a few minutes away It is also very close to good places to shop interesting stuff and souvenirs The room was super ample and it was vastly more comfortable that any other place where I have stayed in Singapore beforeStayed in December "
"917",917,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Mystery Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°I like that the hotel staff were courteous and friendly!¡±","I didn't like the smell of Aging carpet at the th floor where I was placed I like that the hotel staff were courteous and friendly!Stayed in December "
"918",918,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Will definitely come back!¡±","Nothing Location is very strategic for us Kids love the pool so muchStayed in December "
"919",919,"Thailand","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",7.9,"¡°Good business stay¡±","The rest was neutral I was travelling for business purpose Its location is on beach road where its around - mins away from suntec conventionGood gym With this room size, it  was worth the price!Stayed in November "
"920",920,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",8.3,"¡°it was a pleasant stay¡±","nothing the room was comfortableStayed in December "
"921",921,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Highly recommended stay if you love spacious and great ambience.¡±","Housekeeping failed to replace new towels and toiletries Great comfy bed Great lighting Great FaciltiesStayed in December "
"922",922,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°Hotel room service non halal and limited variety of breakfast.¡±","Room service was not halal Breakfast was only limited for halal choices Deluxe room without bathtub Location wise is near food placesStayed in December "
"923",923,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°gym and swimung po¡±"," gym and swimung poStayed in December "
"924",924,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°A relaxing place/venue to be away from work. A good stay.¡±","Didn't get the room that have a good balcony view Expecting to get a singapore flyer view But its ok Will try to request for it next time :)) The breakfast, the environment and venue, the staff and also i like my whole stay there Have also planned to return in futureStayed in December "
"925",925,"Hungary","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Ideal accommodation for business trips¡±"," Fantastic breakfast, great location, very clean and well-equipped roomStayed in December "
"926",926,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Breakfast selection asian corner could be improved.¡±","Nothing i can think of during my brief stay Breakfast selection asian corner could be improvedStayed in December "
"927",927,"Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 2 nights",5.4,"¡°OK, but not really worth the rate¡±","Hotel is pretty old fashioned and rooms have not really been up to today's standardWe had a room on the business level so this made up for some lack - nonetheless, overall the price we paid for our room was way too high compared to what we got Staff was very friendly and there Late chance out available and on top of that possibility to have a shower in case of a late night departure from SGStayed in December "
"928",928,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.9,"¡°Excellent stay with my family of 4.  Overall was great.¡±","Rooms were side by side but not connected Location is excellent  Halal Food just around the cornerStayed in December "
"929",929,"Serbia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.9,"¡°One of the cheaper options.¡±","A bit old One of the cheaper options Nice gym Good swimming poolStayed in December "
"930",930,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Enjoyable n very good atmosphere¡±","Nosy from the aircon Love the poolStayed in December "
"931",931,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.4,"¡°The room i nice n good but feeling the floor carpent not so...¡±","Check in had to waiting our rm form m to pm that is too much waster our time n staying  The room i nice n good but feeling the floor carpent not so clean when we walkingStayed in December "
"932",932,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",9.2,"¡°Older style luxury at a competitive price¡±","I would prefer hardwood instead of carpet in rooms - I've noticed this is becoming more common in many hotels - due to dust and ease in cleaning This is a very good hotel, of the older style, but still very relevant The rooms are of a good size, especially as we had twin beds and often these rooms are cramped due to space between beds, but in this case the room was large enough   The buffet for breakfast is excellent and the lunches provided are very good value  The pool is one of the best   Foyer is very comfortable, and staff very helpful  The location is good too We asked for a late checkout and they let us stay till  with no extra charge A very comfortable hotel and I will definitely stay there again and recommend to friendsStayed in November "
"933",933,"Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°I recommend the location¡±"," We had a nice and spacious room on the th floor with short walks to the pool and gym The kitchen is excellent and the staff very helpfulStayed in December "
"934",934,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Pleasant and Adequate but not outstanding¡±","I was a little disappointed with the room (even with upgrade) Bathroom a little dated and I thought I'd booked breakfast online which I would expect to have been included for $ Comfortable bed and lovely spa Lovely check in staff who upgraded our room and offered a birthday cake for my HusbandStayed in December "
"935",935,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",5,"¡°when I am booking the price is SGD157, but I think is a...¡±","when I am booking the price is SGD, but I think is a dirty ticks, add supplement fee, service feeand become SGD, cannot be like that this is my last time book this sucks hotel you sucks!!!Stayed in December "
"936",936,"Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double or Twin Room<U+2022> Stayed 8 nights",9.2,"¡°Biz trip in Singapore¡±"," The bed was really like a cloud!Stayed in November "
"937",937,"Singapore","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°It's an old hotel¡±","The environment n the customer service The shower facilities the nly thing tats goodStayed in December "
"938",938,"Bangladesh","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.6,"¡°They are just blackmailing you in a last minute,you have to upgrade your room otherwise we don't  ha¡±","They just  treat you as like a business,nothing hospitality they have in there any activitiesWhen I reach the hotel they told we don't have ready a room wich you booked by Booking com You have to upgrade your room and pay more  sgd for two nights ,other wise we don't have a room ready NothingStayed in December "
"939",939,"","<U+2022> Business trip<U+2022> Solo traveller<U+2022> 3 rooms<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.1,"¡°Comfortable¡±","During the weekend during the night people make a lot of noise in the corridors I would prefer more variety cold food during breakfast Comfortable bed and during the week nice and silent Friendly staffStayed in December "
"940",940,"United Kingdom","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights",9.2,"¡°Everything you need in a great location¡±","The pool was closed for a function one day which was a bit disappointing Breakfast buffet was exquisite! One of the widest selections I have seen in a * hotel I especially liked the sushi and little green paos with egg-yolk filling The pool was also great and clean Taxi from/to the airport took only about - minutes and there was always a taxi waiting at the entrance ready to take you anywhere you need Staff helpful, especially the concierge who patiently (and with a smile) provided umbrellas everyday when askedStayed in October "
"941",941,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",5.8,"¡°Received offer to upgrade and took up the offer.¡±","Received offer to upgrade and took up the offer However, in the end the upgraded room didn't have the bathroom amenity I wanted Was not able to change back to a room with the amenity I originally bookedStayed in November "
"942",942,"New Zealand","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Cleanness¡±","Away from shopping areas CleannessStayed in October "
"943",943,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night",10,"¡°good choice hotel, recommended,¡±","Air Con in aisle is very cold breakfast very good, nice and warm staff, phone for unlimited internet (handy talk) all is very goodStayed in November "
"944",944,"Singapore","<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Fair and square¡±"," I literally live opp the hotel and like to spend some nights there as I need peace and quietWhen the price is at its best (lowest) it is totally worse itI would like to be upgraded to renovated rooms more often as I am a Neighbour and a regular visitorStayed in October "
"945",945,"Egypt","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",10,"¡°Very nice hotel with good location¡±"," Ease of access, helpful and friendly staffStayed in November "
"946",946,"Maldives","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Every thing was execellent!¡±"," Every thing was execellent!Stayed in November "
"947",947,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",10,"¡°Value for monry¡±","nothing the room is bigStayed in November "
"948",948,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights",10,"¡°beautiful people and brilliant place to stay¡±","nothing the staff were very welcoming and helpful with any enquiies The Orchid club is a must and well worth the little bit extra you pay for a room Breakfast and dinner at night with drinks Check out was painless through the Orchid club desk and the staff were brilliant especially Esther and Thines who were always so welcoming and cheerful and helpfulStayed in November "
"949",949,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",8.8,"¡°Great location¡±"," Location , pool area, bus stop right across the road, just a short walk to the metroStayed in November "
"950",950,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 10 nights",9.6,"¡°Great location, good value for money¡±"," Upgraded to club room - the lounge was fairly comfortable, the evening cocktails great  The swimming pool is a good size and never too full  The location is great - not far from two major MRT stations, near to an excellent informal restaurant and bar areaStayed in November "
"951",951,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°Loved the Park Royal on beach road !!¡±","Nothing to dislike!! Very good location (we walked everywhere) & bed was very comfortableStayed in November "
"952",952,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 2 nights",8.8,"¡°Quality hotel,well positioned for our needs .Excellent facilities.¡±","We were on the th floor of the old building which was good after being upgraded for a reasonable cost, but would have liked to experience the tower building at a higher levelAir freshener throughout a little overpowering Breakfast excellentBed comfortable Room very tidyUpdated bathroomFairly quiet for being in cityPool and gym were excellentStaff very helpfulLocation for bus route great Taxis well priced Close to Suntec by taxi ($) Arab district across the roadStayed in November "
"953",953,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",6.7,"¡°RENOVATIONS¡±","WE WERE PLACED NEXT TO ROOMS BEING RENOVATED THIS IS TOTALLY  UNACCEPTABLE  WE DIDNT PAY  FOR THIS POOR SERVICE WE WENT THERE FOR PEACE AND QUIETNESS WHICH WE DIDNT GET THE STAFF VERY FRIENDLY AND HELPFULStayed in October "
"954",954,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Mystery Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Staycation¡±","Really less room delivery items a d only specific to oriental dishes ! Which was a bit a The hotel stuffs,location and value for money The room is big and comfortable Good for family Stayed in November "
"955",955,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Good beds and pillows.¡±","Noisy aircon Shower in bath with plastic shower curtain Room a little tired Good beds and pillows Personal Safe Helpful staffStayed in November "
"956",956,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Very nice hotel!¡±"," Staff were all so attentive and helpful  Good selection of food for breakfast Beds were really comfortableStayed in November "
"957",957,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Everything is good and make me happy.¡±","Nothing is dislike actually Everything is good and make me happy the breakfirst is deliciousStayed in October "
"958",958,"Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Singapore days¡±"," Very nice Breakfast, good Pool and central locationStayed in October "
