"","X","nationality","tags","score","content","content_detail"
"775",775,"Brazil","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 1 night",8.3,"¡°Good Stay¡±","No drinks in the mini bar a hotel should provide drinks expecially when you arrive midnight ! Breakfast was excellent !Stayed in April "
"776",776,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°definitely highly recommended¡±","no shampoo in the room so need to ask separately or buy outside other than that is fine location is very good only mins walk accross the bridge which connects the nd floor (lobby) to go to golden mile complex to buy food bus stations are outside just one min walk, can choose very near  bus stations around MRT also very close, go out hotel & left up to the bridge crossing nicoll higway and done service was good, they provided family room upon my st choice bookingStayed in April "
"777",777,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",10,"¡°Location¡±","Room was small for family I report my room telephone issue to the reception on my first day but no one fixed it during our entire stay of  nights LocationStayed in April "
"778",778,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.9,"¡°My best stay in Singapore¡±","Room service Cleanliness and wifi connectionStayed in April "
"779",779,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°The service¡±","The serviceStayed in April "
"780",780,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 1 night",5.4,"¡°A Quick Transit Hotel back from Malaysia Trip¡±","Check in was not that fast even at pm, not so friendly reception crew, found a small cockcroach in the room, low water pressure shower Free car parking at level  during guest stay, next to Golden Mile Complex - suitable for travelers who plan a road trip to Malaysia where the city centre departure/arrival point isStayed in April "
"781",781,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 7 nights",8.3,"¡°Very pleasurable stay.¡±","Party split onto separate floors Nicely decorated and clean  Good view from the rooftop and clean & quiet pool  Within a short walking distance to the MRT and Kampong GlamStayed in April "
"782",782,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°It's a little pricey but I was told the rooms were great...¡±","It's small and the meals at the hotel were pricey  Only at once at the hotel and thr brealfast was okay but not sure why it was worth  SGD plus plus  The only upside there was that my kids ate free It's a little pricey but I was told the rooms were great compared to other hotels in SG  The location was great because it was really close to an MRT stationStayed in April "
"783",783,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",5.8,"¡°great location¡±","Rooms very small, beds very hard Lots of noise very late at night and very early in the morning with screaming kidsview was another building, the rate  to pay was different to quoted on bookingcom new premises but staff really unsure of what they were doing, we went from th floor to th and back to th all in  mins Staff did not really converse with anyone unless booking in or out and no interacting then either Maybe they should look at putting families over a couple of floors, interact with paying customers and no what they are doing, communicate with each other Restaurant great food, good location and central to most things Very cleanStayed in March "
"784",784,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",10,"¡°A great family holiday location.¡±","Would like more information about hotel, local attractions and other useful information Hotels normally provide a booklet with this Central to MRT station and close to city Cheap to access all locations due to hotels great locationStayed in April "
"785",785,"Austria","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Super¡±"," everythingStayed in March "
"786",786,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights",7.9,"¡°I enjoyed the stay as well as the kids.The buffet breakfast was fantastic¡±","small rooms the family rooms were too small Beds were too close to each other and there was not enough room to move around House keeping service was  good Bathroom was beautiful , but not well ventilated [ie there was an offensive smell from the drains]Stayed in April "
"787",787,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.1,"¡°Valued for money.¡±","Family room is abit tight for family with teenagers Staff are very helpfulClean rooms give strength for next visitStayed in April "
"788",788,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 4 nights",7.9,"¡°Great base for our short holiday.¡±","I didn't think the breakfast was worth the price No individual shampoos, soap etc, just one pump on the wall of the shower that had body wash (I think - no label) in it We had to go out and buy our own at the supermarket Liked the rooftop pool, though both times we went they had run out of pool towels Room comfortable and reasonable size for Singapore Staff very friendly and helpful It was only a short walk to the MRT which was handyStayed in April "
"789",789,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night",6.7,"¡°convenient location .¡±","Staff too arrogant to simple request convenient location Stayed in April "
"790",790,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Give it a try¡±","Room size is too small LocationStayed in April "
"791",791,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights",8.3,"¡°A good and affordable family base.¡±","The lift takes a long time The hotel is located outside of the main stream, but in close proximity of the MRT The restaurant is very good with a wide selection of dishes We always felt safe and cared for by the staff and the facility The rooms are clean and in a good conditionWe were always issued  key cards On a repeat stay we were welcomed like old friendsStayed in March "
"792",792,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights",4.6,"¡°very conjested hotel¡±","small rooms all same , photo which on web site % wrong guidance , break fast if you want to eat you have to wait for queue and staff I found lady standing in restaurant  very rudely behaved, after all restaurant reception all in  st floor  ground floor entrance & lift  very poorreceptionist very good Check in got  am ,Stayed in April "
"793",793,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°Tv is big and new.¡±"," Tv is big and new Price is good Bed is good for family Swimming pool is not big but water is very clean Everything excellent except locationStayed in April "
"794",794,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights",8.8,"¡°Good location, great rooftop pool with city views and a very clean, modern hotel.¡±","Room was on the small side but that is typical for Singapore But very clean and tidy with a very good, clean, functional bathroom and shower Location was very convenient close to value restaurants and walking distance to bay and riverRooftop pool with great views all around was terrific also Room and hotel very clean and tidy and modern Staff were great alsoStayed in April "
"795",795,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 6 nights",7.9,"¡°together with everything else, holiday from hell¡±","very hard to get a good sleep The bed was as hard as a rock, not comfortable at all Stayed in April "
"796",796,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",5,"¡°The picture posted on the web site and the actual room was...¡±","The picture posted on the web site and the actual room was not the sameStayed in April "
"797",797,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°Smelly washroom, won't come again!¡±","Washroom was dirty & smelly LocationStayed in April "
"798",798,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Great location to explore the city¡±"," Very nice hotel with lovely staff and good food Rooftop pool was an added bonus Easy access to all the tourist sitesStayed in April "
"799",799,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",9.6,"¡°Very good location and well known to taxi driver.¡±","No gym Very good location and well known to taxi driverStayed in April "
"800",800,"India","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.9,"¡°Comfortable overall......¡±","Breakfast could have been complimentaryEspecially when guests are staying for more than  nightsStayed in April "
"801",801,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°Convenient Hotel¡±","The room is too small for family, after put the luggages, but if you don't mind just for sleep, is ok! The bed is ok for me and my family, the surrounding is convienent to eat across the bridge to local food court, and few mintues walking distant to supermarket, and close to bus station to other city eg malaysiaStayed in April "
"802",802,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",7.9,"¡°Value for money¡±","Nothing Room was adequate It was small but we paid a reasonable price to stay here so was expected  It means we go out a lot so happy with this  Breakfast was great value  Pool and location were great  Bars and restaurants - minute walk  Monorail  minute walkStayed in April "
"803",803,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile",5.4,"¡°The accommodation is average¡±","The service is not good including housekeeping and the people at the restaurant are rude The accommodation is averageStayed in April "
"804",804,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night",9.6,"¡°Great simple hotel in Singapore¡±"," Great location Walking distance ( minutes or so) from Marina Bay Very convenient for a - night stay as close to the airport ( minutes by taxi) and the center of Singapore The hotel a fantastic swimming pool at the top floor with quite a nice view of the city as wellStayed in April "
"805",805,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights",7.9,"¡°Great location, simple but good accommodation¡±"," Location is awesome - near subway and a neighborhood that needs exploring - lots of shops and places to eat  Two malls nearby  This hotel is simple, but tasteful  Good price for what you getStayed in April "
"806",806,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night",6.7,"¡°Good location¡±","However, we realized that the hand bidet sprayer was dismantled / taken off (from the toilet) and confirmed by the front desk staff that this was done in line with the re-branding of the hotel Too bad that the new hotel management does not think that it was a feature / facility that was deemed important enough that they decided to take them out  Unless they replace the toilets with automatic shower bidets, I will probably think twice before booking this hotel again Stayed at this hotel twice before this  We opted for this hotel due to various reasons, one of which was the location, as it is across the Golden Mile foodcourt where the famous and best Singaporean bone steak can be foundStayed in April "
"807",807,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night",9.2,"¡°Comfort and easy to access¡±","Staff less of smile Stay at this hotel very comfort and located strategic to everywhere, easy to access by Bus and MRTStayed in April "
"808",808,"Spain","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",8.8,"¡°Really nice location¡±","No lights at night at the swimming pool Really nice locationStayed in April "
"809",809,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°Nice hotel with short walk to national stadium¡±"," Needs top sheet for bed had only cover which was too hot with a/c set to Stayed in April "
"810",810,"Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Location was perfect;¡±","We had a familyroom, which was actually a double room with  extra beds It was clearly stated in advance, so we knew what we would get For Singapore, I think it is a good value for the price Location was perfect; close to MRT via a skybridge, so it gets you everywhere easily The room was clean, you get complementary bottles of water every day, and there is a kettle to make coffee/teaStayed in April "
"811",811,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",10,"¡°Comfortable and clean hotel¡±","None Bed extra comfy;clean;replenished water bottles everydayStayed in April "
"812",812,"Switzerland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Good place to stay.¡±"," Good place to stay Definitely recommendStayed in April "
"813",813,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",7.1,"¡°Good hotel with good location¡±","The room is quite small specially for family room The location is great : near Kampung Glam, Bugis and Marina Bay Easy to find food near the hotelStayed in April "
"814",814,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights",8.3,"¡°Reasonably priced one room for family of four with an...¡±"," Reasonably priced one room for family of four with an adequate room size (relative in Singapore), within walking distance to National StadiumStayed in April "
"815",815,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights",8.8,"¡°Good location.¡±"," The hotel has an amazing bed! Panoramic view of the city from the roof-deckAmbiance at the lobbyFree teddy bear for the kids, my little one really liked it (sadly, I accidentally left it at the lobby :(Stayed in April "
"816",816,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",9.2,"¡°The pool could have had more lighting at night.¡±","The pool could have had more lighting at night And when you put an extra bed in the room it's very smallStayed in April "
"817",817,"Sri Lanka","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Family Room<U+2022> Stayed 5 nights",7.9,"¡°COMFORTABLE GOOD NIGHT'S SLEEP.¡±","SPACE NOT ENOUGH FOR FAMILY OF   NON AVAILABILITY OF HALAL FOOD DISTANCE TO SHOPPING AND INDIAN RESTAURANTS NO PRAY ROOM FACILITY FOR MUSLIMS COMFORTABLE GOOD NIGHT'S SLEEP CLEANLINESS SAFETY GOOD SWIMMING POOL FRIENDLY STAFF HIGH CLASS TOURIST LOCATION CLOSE TO MRT AND SENTOSAStayed in April "
"818",818,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.9,"¡°Overall, a good experience!¡±","No bidet in our toilet; limited food choices in the restaurant It would also be better if we were informed of available or nearby tour buses/guides to make our tour of the city easier Smooth check-in and check-out, good housekeeping, accommodating staff, good location, value for moneyStayed in April "
"819",819,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°Lovely hotel,good location , value for money¡±","The coffee in the room The roof top pool and its opening hours were great   Breakfast was great value for moneyStayed in April "
"820",820,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",7.1,"¡°Good value for money, family of four members would uncomfortable about the size.¡±","Clean room but very small for family, though the room called family room but the size fit only for  bed, then more beds for children makes the room so uncomfortable location and priceStayed in April "
"821",821,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Staff very helpful and cleanliness was good.¡±","Room was a little cozy for family of  Staff very helpful and cleanliness was goodStayed in April "
"822",822,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.7,"¡°Small but clean.staff attitude to be improved¡±","Staff weren't helpful and no patienceStayed in April "
"823",823,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights",8.8,"¡°Cosy, quiet room, good value for family of four.¡±","We paid for breakfast on the first day, but it wasn't worth $/adult, even though kids did eat free We didn't eat breakfast there again If it had been a better standard of food then we might have paid to eat there again (the bacon was not crispy, the cooked tomatoes were hard not soft, there were only scrambled eggs, the coffee was from a push button machine, not brewed, small selection of food) The cleaner on the second day did not seem to speak english, took one of our room cards by mistake, and did not remove our used towels Room was very quiet Extra thick doors,  and a notice by the lift asking for quiet between pm and am Close to public transport (MRT) and also easy to get a taxi from the Golden Mile complex next door Very good cheap Thai food available at the Golden Mile Complex The shower was very good Location is good Room is quite small, but our family of four stayed for seven days without a problem (and we are quite fussy) Very nice view of the river Blackout curtains very good Friendly, helpful reception staffStayed in April "
"824",824,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",8.8,"¡°Sound proofing of the room is very good.¡±"," Sound proofing of the room is very good We can get a good night sleep although we are next to a major roadStayed in April "
"825",825,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 8 nights",7.1,"¡°Good value for Singapore, but very basic¡±","Bit noisyBed was very firm (but I got used to it after the first night)Awful view from my side of the hotel (directly onto another high-rise block of flats) Lovely roof poolGreat locationGood value for moneyStayed in March "
"826",826,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",7.1,"¡°Nice Hotel but!!!!¡±","The smell in the bathroom It has a good swimming pool on the roof but no shade cover The  of us all had coughing/breathing problems whilst in the room I think the air conditioner was creating the problem and you can not open the window As I said earlier a nice hotel but I would not say again as I felt the air in the room was amiss The room was quiet and the bed good The bathroom was nice but it did have a small sewer type smell coming up through the floor drain I would just call it a nice hotelStayed in April "
"827",827,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights",8.8,"¡°Nice convenient  hotel at a good price¡±","rooms are small , but  suited my needs as it was value for dollar ,  max to a room , wich I had ,we spent most of our time doing things  location and price , taxi rank next door ,big  Thai eatery next door , On Beach road so easy to find  kids under  eat free at BreakfastStayed in April "
"828",828,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Very small room, but this is reflected in price for...¡±","Very small room, but this is reflected in price for Singapore It was reasonable for the costStayed in April "
"829",829,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Fair value for money. Very good location. Accessible.¡±","No halal food for muslim guestsWifi was not good It was hard to connect and too slow You have to stay at the lobby in order to have a good connection And I hope they would have a more friendly staff like mirah, accommodating and kind to whatever race their guests may came from The location was excellent Just go outside from the first level and you will find the bus rides on the other side So many bus to choose from and to take you where you want to go The mrt ride is just a few minute walk maybe - minutes and you will reach nicole highway stationNear kampong glam, arab street and bugis and the fahtima mosque is just a walk away, You just have to go thru the overpass that is connected directly to the hotel and on the other side you will find the masjid Good for muslims because it is also a walk from  halal foods that were abundant on the lower ground of the building below the overpass We appreciate one staff on the front desk named mirah cause she was kind and accommodating However, for muslims don't eat at the hotel because it might not be halal Overall the hotel was good, being at the center, it's near to every good locations when going around in Spore Every location is just a walk or mrt ride awaye<U+F><U+><U+>e<U+F><U+><U+>e<U+F><U+><U+> and lots of money chang<U+C>¡§r nearbyStayed in April "
"830",830,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",5.4,"¡°Good room size for family on short stay¡±","Shower is not so great as the pressure is too low when the temperature is right Nice clean roomStayed in April "
"831",831,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Great Find!¡±","No shampoo and conditioner No tissue boxes Quad room is a great idea for families Location was great; near MRT, Starbucks, Kampong Glam and airportStayed in April "
"832",832,"Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights",9.2,"¡°Clean, modern place.¡±"," Clean, modern place Great breakfast and great location Wifi was good For a family of four, the room is quite small, but it was good for a few nightsStayed in April "
"833",833,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights",7.9,"¡°centrally located within the city.¡±","Small rooms centrally located within the city easy access to most prominent placesStayed in March "
"834",834,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.2,"¡°Good¡±","The comfort room stinks even after cleaning Huge bedStayed in April "
"835",835,"India","<U+2022> Business trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 2 nights",6.7,"¡°Pleasant Stay @ Premier Inn Singapore¡±","very small room Neat, friendly staffStayed in March "
"836",836,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Room too small for 4 people¡±","Room too small for  peopleStayed in April "
"837",837,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights",7.9,"¡°The main bed was full king size and very comfortable, TV was...¡±","room size small, in my opinion, for the  Singapore dollars rate per night  The kingsize bed and the single bed took up nearly all the floor space The main bed was full king size and very comfortable, TV was large,  room was cleaned well every day, rooftop pool was fine, reception staff were helpful, printed boarding passes, etc  quickly and did not charge for them, Golden Mile Food Centre (for a variety of food stallsmost dishes were around - Singapore dollars) was right across the street, accessible by an overhead walkway; also next door to the hotel were several as  Thai restaurants, a convenience store as well as travel agents  Marina Bay is a half hour walk or about a $ taxi ride away, metro and bus stops are a short walk from the hotelStayed in April "
"838",838,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",9.6,"¡°Excellent Hotel in the Premier Inn tradition¡±","The lifts need re-programming  We waited for an inordinate amount of time and when they came, only one seemed to be working out of three, and that was usually full Comfort, value for money, location, friendliness of staff, sound proofingStayed in April "
"839",839,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°Good¡±","Slow elevator Good location, good serviceStayed in March "
"840",840,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Value for money¡±","Smoking have to go all the way level  Friendly staffStayed in April "
"841",841,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",7.5,"¡°A good budget hotel¡±","The room was really really cramped for a family of  The location is right near MRT and is easy to get to all the tourist spotsStayed in April "
"842",842,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Two thumbs up!¡±","I would suggest more nice couches for people to sit while at the lobby It could get too busy sometimes that guests have to take turns to find a spot to sit down I loved everything about it! I just hope their ground floor restroom was bigger to accomodate several guests at a timeStayed in March "
"843",843,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Nice Hotel with the view¡±","I have not find any complain while stayed at the hotel The rooftop pool have a good views We could see near to the Marina and Singapore Hub Sport Complex It is about  minutes walk to the Nicoll Highway MRT station And you easily find food around the restaurantStayed in April "
"844",844,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°You won't find anything better in this price range in Singapore¡±","Nothing Allbest hotel management all under controlStayed in March "
"845",845,"China","<U+2022> Leisure trip<U+2022> Family with older children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°Clean overall and new, comfortable and great value for money...¡±","Bathroom cleaness could be better  Clean overall and new, comfortable and great value for money, location is fine, very close to subway station and food vendorsStayed in April "
"846",846,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night",7.1,"¡°The pool area on top roof was really nice.¡±","The bathroom wasn't clean enough for me The pool area on top roof was really niceStayed in March "
"847",847,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights",10,"¡°great rooftop swimming pool, brand new hotel.¡±"," great rooftop swimming pool, brand new hotel Nice and cleanStayed in April "
"848",848,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Best cost benefit ratio ever...You won't find any better deal.¡±"," Nice breakfast Easy and close metro station Plenty of local options to eat within  minutes walkingStayed in April "
"849",849,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°Good value for money.¡±","The location was a good  to min walk to harbour or any attractions The friendly efficient staff  The room was clean and the beds comfortableStayed in March "
"850",850,"Poland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Family Room<U+2022> Stayed 2 nights",7.5,"¡°Good place, nothing special - normal / standard hotel¡±"," Everything was fineStayed in March "
"851",851,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights",9.6,"¡°Great breakfast.¡±"," Great breakfast Clean, well located hotel Close to metro stations and walking distance to attractionsStayed in March "
"852",852,"Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°The location and the family room with reasonable price.¡±","The housekeeping didn't refill the soap for two days In the morning, they only rang the bell once and directly tried to enter our room without announcing themselves first That was inconvenientBut overall it was Ok The location and the family room with reasonable priceStayed in April "
"853",853,"France","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.6,"¡°Good location and price¡±","Breakfast not included Close to everything Good price Good locationStayed in April "
"854",854,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Staycation¡±","Room is too small, lift is too small Location, staff, comfort of bedStayed in March "
"855",855,"Slovakia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",8.8,"¡°Mixed feelings¡±","Taxi drivers didn't know about this hotel due it is pretty newRooms were little bit small for the priceSecond time they were unable to give me late check out service due to ,,full capacity,, Stayed at this hotel  times Rooms were very clean and newStaff were very helpful, polite and professional Close to  hours golden mile complexSwiming pool :)Stayed in March "
"856",856,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Welcome to Premier Inn Hotel in Singapore e<U+009F><U+0091><U+008D>e<U+009F><U+008F><U+00BB>¡±","Nothing The location is away from the busy and crowded areas of Singapore Accessible to public transport and just m to the Nicoll Highway MRT Station Located close to Arab StreetStayed in March "
"857",857,"Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 2 nights",9.2,"¡°Strategic place to stay.¡±","When I arrive, the soap is empty (but they re-fill it asap) and there's a purple light in the room (and I can always turn it off) Beside that, it's okay The location is perfect, it's only  m away from MRT and around  m you can find restaurants which open until late at Haji Lane If you want to buy some groceries, you can go to the building beside the hotel, it also have many restaurantsStayed in April "
"858",858,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Value for money¡±","The housekeeping should clean more thoroughly Value for moneyStayed in April "
"859",859,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights",8.3,"¡°Value for money¡±","Spend time on check-in counter and waiting for the accommodation Value for short stay and went outsideStayed in March "
